Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Raffles.ViewModels,RaffleWinnersViewModel,C:\repos\rickspears_Raffles\Raffles.ViewModels\RaffleWinnersViewModel.cs,GetSelectedRaffleDistinctExecutions,The length of the statement  "	DistinctCounters = selectedRaffle.Winners.DistinctBy (w => w.RaffleCounter).Select (w => w.RaffleCounter).ToObservableCollection (); " is 132.
Long Statement,Raffles.ViewModels,RaffleWinnersViewModel,C:\repos\rickspears_Raffles\Raffles.ViewModels\RaffleWinnersViewModel.cs,GetSelectedRaffleWinners,The length of the statement  "	Winners = uow.Winners.GetByRaffle (SelectedRaffle.RaffleId).Where (w => w.RaffleCounter == distinctCounter).Include (w => w.Participant).Include (w => w.Item).ToObservableCollection (); " is 185.
Long Statement,Raffles.ViewModels,ManageRafflesViewModel,C:\repos\rickspears_Raffles\Raffles.ViewModels\ManageRafflesViewModel.cs,RefreshSelectedParticipants,The length of the statement  "		var raffleParticipant = SelectedRaffle.RaffleParticipants.FirstOrDefault (p => p.ParticipantId == checkedParticipant.ParticipantId); " is 132.
