Implementation smell,Namespace,Class,File,Method,Description
Long Statement,stats,Program,C:\repos\peteraritchie_ProductivityExtensions\src\stats\Program.cs,Main,The length of the statement  "			foreach (var extensionMethodCount in from type in typeof(Typeable).Assembly.GetTypes() where type.IsPublic && type.IsStatic() select type.GetMethods(BindingFlags.Static | BindingFlags.Public).Count( " is 198.
Long Statement,stats,Program,C:\repos\peteraritchie_ProductivityExtensions\src\stats\Program.cs,Main,The length of the statement  "			foreach (var extensionMethodCount in from type in Assembly.LoadFrom(@"..\..\..\geschikt.wp7\bin\release\geschikt.wp7.dll").GetTypes() " is 133.
