Method,LOC,CC,PC
A:A,2,1,0
A:A,3,1,1
CustomPersister:FindDirtyAsync,17,2,5
CustomPersister:FindModifiedAsync,17,2,5
CustomPersister:GetNaturalIdentifierSnapshotAsync,3,1,3
CustomPersister:LoadAsync,15,2,5
CustomPersister:LockAsync,3,1,6
CustomPersister:InsertAsync,11,1,5
CustomPersister:InsertAsync,3,1,4
CustomPersister:DeleteAsync,11,1,5
CustomPersister:UpdateAsync,11,1,10
CustomPersister:GetDatabaseSnapshotAsync,3,1,3
CustomPersister:GetCurrentVersionAsync,10,1,3
CustomPersister:ForceVersionIncrementAsync,3,1,4
CustomPersister:IsTransientAsync,10,1,3
CustomPersister:ProcessInsertGeneratedPropertiesAsync,3,1,5
CustomPersister:ProcessUpdateGeneratedPropertiesAsync,3,1,5
CustomPersister:CustomPersister,3,1,4
CustomPersister:PostInstantiate,2,1,0
CustomPersister:IsSubclassEntityName,3,1,1
CustomPersister:GetPropertyType,3,1,1
CustomPersister:FindDirty,10,2,4
CustomPersister:FindModified,10,2,4
CustomPersister:GetNaturalIdentifierSnapshot,3,1,2
CustomPersister:Load,15,2,4
CustomPersister:Lock,3,1,5
CustomPersister:Insert,3,1,4
CustomPersister:Insert,3,1,3
CustomPersister:Delete,3,1,4
CustomPersister:Update,3,1,9
CustomPersister:GetDatabaseSnapshot,3,1,2
CustomPersister:GetCurrentVersion,3,1,2
CustomPersister:ForceVersionIncrement,3,1,3
CustomPersister:AfterInitialize,2,1,3
CustomPersister:AfterReassociate,2,1,2
CustomPersister:CreateProxy,3,1,2
CustomPersister:IsTransient,3,1,2
CustomPersister:GetPropertyValuesToInsert,3,1,3
CustomPersister:ProcessInsertGeneratedProperties,2,1,4
CustomPersister:ProcessUpdateGeneratedProperties,2,1,4
CustomPersister:SetPropertyValues,3,1,2
CustomPersister:SetPropertyValue,3,1,3
CustomPersister:GetPropertyValues,4,1,1
CustomPersister:GetPropertyValue,3,1,2
CustomPersister:GetPropertyValue,3,1,2
CustomPersister:GetIdentifier,3,1,1
CustomPersister:SetIdentifier,3,1,2
CustomPersister:GetVersion,3,1,1
CustomPersister:Instantiate,5,1,1
CustomPersister:IsInstance,3,1,1
CustomPersister:HasUninitializedLazyProperties,3,1,1
CustomPersister:ResetIdentifier,3,1,3
CustomPersister:GetSubclassEntityPersister,3,1,2
CustomPersister:IsUnsavedVersion,3,1,1
B:B,2,1,0
B:B,4,1,3
B:B,3,1,1
Baz:Baz,2,1,0
Baz:SetDefaults,55,1,0
Baz:CompareTo,3,1,1
Broken:Equals,8,2,1
Broken:GetHashCode,3,1,0
C1:C1,2,1,0
C1:C1,4,1,5
C1:C1,2,1,1
C2:C2,2,1,0
C2:C2,3,1,4
C2:C2,2,1,1
Component:Component,2,1,0
Componentizable:Componentizable,2,1,0
CompositeElement:CompositeElement,2,1,0
CompositeElement:CompositeElement,4,1,2
CompositeElement:CompareTo,3,1,1
Contained:Equals,4,2,1
Contained:GetHashCode,3,1,0
ContainerInnerClass:ToString,5,1,0
Custom:Clone,4,1,0
D:D,5,1,0
D:D,4,1,2
D:D,3,1,1
DoubleStringType:Equals,7,3,2
DoubleStringType:GetHashCode,7,1,1
DoubleStringType:DeepCopy,8,2,1
DoubleStringType:NullSafeGet,5,1,4
DoubleStringType:NullSafeSet,5,3,5
DoubleStringType:GetPropertyValue,3,1,2
DoubleStringType:SetPropertyValue,3,1,3
DoubleStringType:Assemble,3,1,3
DoubleStringType:Disassemble,3,1,2
DoubleStringType:Replace,3,1,4
Down:Down,5,1,0
Eye:Eye,2,1,0
Fee:Fee,2,1,0
Fo:NewFo,3,1,0
Fo:Fo,2,1,0
Foo:Foo,2,1,0
Foo:Foo,3,1,1
Foo:OnUpdate,3,1,1
Foo:OnLoad,2,1,2
Foo:OnSave,32,1,1
Foo:OnDelete,3,1,1
Foo:Disconnect,4,2,0
Foo:EqualsFoo,36,6,1
FooComponent:FooComponent,2,1,0
FooComponent:FooComponent,4,1,2
FooComponent:FooComponent,6,1,4
FooComponent:FooComponent,7,1,5
FooComponent:Equals,4,1,1
FooComponent:GetHashCode,3,1,0
FooComponent:ToString,17,4,0
FooProxy:EqualsFoo,0,1,1
FooProxy:Disconnect,0,1,0
Fum:Fum,2,1,0
Fum:Fum,20,1,1
Fum:OnDelete,15,3,1
Fum:OnLoad,2,1,2
Fum:OnSave,15,3,1
Fum:OnUpdate,3,1,1
FumCompositeID:Equals,4,1,1
FumCompositeID:GetHashCode,3,1,0
Fumm:Fumm,2,1,0
Glarch:OnDelete,3,1,1
Glarch:OnLoad,6,2,2
Glarch:OnSave,7,1,1
Glarch:OnUpdate,3,1,1
Holder:Holder,2,1,0
Holder:Holder,3,1,1
Inner:Equals,13,4,1
Inner:GetHashCode,10,2,0
InnerKey:Equals,8,5,1
InnerKey:GetHashCode,10,1,0
Jay:Jay,2,1,0
Jay:Jay,4,1,1
Location:Equals,10,3,1
Location:GetHashCode,3,1,0
M:M,3,1,0
M:AddChildren,4,1,1
M:RemoveChildren,6,2,1
Master:AddDetail,3,1,1
Master:RemoveDetail,3,1,1
Master:AddIncoming,3,1,1
Master:RemoveIncoming,3,1,1
Master:AddOutgoing,3,1,1
Master:RemoveOutgoing,3,1,1
Middle:Equals,7,4,1
Middle:GetHashCode,3,1,0
MiddleKey:Equals,9,6,1
MiddleKey:GetHashCode,11,1,0
MoreStuff:Equals,6,3,1
MoreStuff:GetHashCode,3,1,0
Multi:Multi,2,1,0
MultiplicityType:GetPropertyValue,6,1,2
MultiplicityType:SetPropertyValue,11,2,3
MultiplicityType:Equals,7,3,2
MultiplicityType:GetHashCode,7,1,1
MultiplicityType:NullSafeGet,8,1,4
MultiplicityType:NullSafeSet,17,3,5
MultiplicityType:DeepCopy,8,2,1
MultiplicityType:Assemble,13,2,3
MultiplicityType:Disassemble,8,2,2
MultiplicityType:Replace,3,1,4
N:N,5,1,0
N:GetHashCode,3,1,0
NotMono:NotMono,2,1,0
NotMono:NotMono,2,1,1
Outer:Equals,7,4,1
Outer:GetHashCode,3,1,0
OuterKey:Equals,8,5,1
OuterKey:GetHashCode,10,1,0
Qux:Qux,2,1,0
Qux:Qux,3,1,1
Qux:OnSave,14,1,1
Qux:OnDelete,13,1,1
Qux:OnLoad,4,1,2
Qux:OnUpdate,3,1,1
Qux:Store,2,1,0
Result:Result,5,1,3
Result:Result,5,1,3
Result:Result,3,1,4
ReverseComparator:Compare,3,1,2
S:S,4,1,2
Several:Equals,6,3,1
Several:GetHashCode,3,1,0
Simple:Simple,3,1,1
Simple:Simple,2,1,0
Simple:Init,6,1,0
Single:Equals,6,3,1
Single:GetHashCode,3,1,0
Sortable:Sortable,2,1,0
Sortable:Sortable,3,1,1
Sortable:CompareTo,3,1,1
StringComparator:Compare,12,3,2
Stuff:Equals,6,3,1
Stuff:GetHashCode,3,1,0
SubComponent:SubComponent,2,1,0
Top:Top,3,1,1
Top:Top,2,1,0
Top:Init,6,1,0
Up:Up,5,1,0
Up:Equals,8,2,1
Up:GetHashCode,3,1,0
Vetoer:OnUpdate,5,1,1
Vetoer:OnLoad,2,1,2
Vetoer:OnSave,5,1,1
Vetoer:OnDelete,5,1,1
AuditComponent:AuditComponent,2,1,0
BasicClass:BasicClass,2,1,0
BasicClass:AddToStringSet,7,2,1
BasicSerializable:BasicSerializable,5,1,0
SerializableClass:GetHashCode,5,1,0
SerializableClass:Equals,8,4,1
BasicTime:BasicTime,2,1,0
Child:Child,3,1,0
InvalidProxyClass:InvalidProxyClass,2,1,0
Node:Node,2,1,0
Node:Node,5,1,1
Node:AddPreviousNode,3,1,1
Node:RemovePreviousNode,3,1,1
Node:AddDestinationNode,6,1,1
Node:RemoveDestinationNode,4,1,1
Node:GetHashCode,3,1,0
Node:Equals,5,2,1
NullableInt32:NullableInt32,4,1,1
NullableInt32:ToString,6,2,0
NullableInt32:Equals,9,2,1
NullableInt32:Equals,3,1,1
NullableInt32:Equals,8,2,2
NullableInt32:GetHashCode,6,2,0
NullableInt32:ToString,6,2,2
NullableInt32:CompareTo,29,4,1
NullableInt32:Parse,17,2,1
NullableInt32Converter:NullableInt32Converter,2,1,0
NullableInt32Converter:CanConvertFrom,6,2,2
NullableInt32Converter:CanConvertTo,6,2,2
NullableInt32Converter:ConvertFrom,20,4,3
NullableInt32Converter:ConvertTo,14,3,4
NullableInt32Converter:CreateInstance,3,1,2
NullableInt32Converter:GetCreateInstanceSupported,3,1,1
NullableInt32Converter:GetProperties,3,1,3
NullableInt32Converter:GetPropertiesSupported,3,1,1
NullableInt32Type:NullableInt32Type,2,1,0
NullableInt32Type:Get,3,1,3
NullableInt32Type:Set,12,2,4
NullableInt32Type:FromStringValue,3,1,1
NullableInt32Type:ToColumnNullness,3,1,2
NullableTypesType:NullableTypesType,2,1,1
NullableTypesType:NullSafeGet,11,2,3
NullableTypesType:Get,3,1,3
NullableTypesType:ToString,3,1,1
NullableTypesType:IsEqual,3,1,2
NullInt32UserType:NullInt32UserType,2,1,0
NullInt32UserType:Equals,6,2,2
NullInt32UserType:GetHashCode,3,1,1
NullInt32UserType:DeepCopy,3,1,1
NullInt32UserType:NullSafeSet,10,2,4
NullInt32UserType:NullSafeGet,3,1,4
NullInt32UserType:Replace,3,1,3
NullInt32UserType:Assemble,3,1,2
NullInt32UserType:Disassemble,3,1,1
Parent:Parent,3,1,0
Parent:AddFriend,3,1,1
ParentComparer:ParentComparer,2,1,0
ParentComparer:Compare,7,4,2
SexType:SexType,2,1,0
SimpleComponent:SimpleComponent,3,1,0
Team:Team,2,1,0
UnsavedType:UnsavedType,2,1,0
Address:Address,2,1,0
Address:Address,9,1,7
Address:Equals,15,2,1
Address:GetHashCode,10,1,0
Customer:Customer,3,1,0
Customer:AddOrder,7,2,1
Customer:RemoveOrder,7,2,1
Employee:Employee,5,1,0
Employee:AddSubordinate,7,2,1
Employee:RemoveSubordinate,7,2,1
Employee:AddOrder,7,2,1
Employee:RemoveOrder,7,2,1
Northwind:Northwind,3,1,1
Order:Order,3,1,0
Order:AddOrderLine,7,2,1
Order:RemoveOrderLine,7,2,1
OrderLine:OrderLine,2,1,0
OrderLine:OrderLine,4,1,2
Patient:Patient,1,1,0
Patient:Patient,9,2,3
Thing:Thing,5,1,3
Product:Product,3,1,0
ProductCategory:ProductCategory,3,1,0
ProductCategory:AddProduct,7,2,1
ProductCategory:RemoveProduct,7,2,1
Region:Region,2,1,0
Region:Region,4,1,1
Region:AddTerritory,7,2,1
Region:RemoveTerritory,7,2,1
Shipper:Shipper,3,1,0
Supplier:Supplier,3,1,0
Supplier:AddProduct,7,2,1
Supplier:RemoveProduct,7,2,1
Territory:Territory,2,1,0
Territory:Territory,4,1,1
