Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,NHibernate(net461),NHibernate.Action,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.Action' NHibernate.Engine,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters
Cyclic Dependency,NHibernate(net461),NHibernate.Action,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.Action' NHibernate.Transaction' NHibernate.Engine,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Transaction.AdoNetTransactionFactory' NHibernate.Transaction.AdoTransaction' NHibernate.Transaction.SystemTransactionContext' NHibernate.Transaction.ITransactionCompletionSynchronization' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Transaction.AdoNetTransactionFactory' NHibernate.Transaction.AdoTransaction' NHibernate.Transaction.SystemTransactionContext' NHibernate.Transaction.ITransactionCompletionSynchronization' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters
Cyclic Dependency,NHibernate(net461),NHibernate.Action,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.Action' NHibernate.Event.Default' NHibernate' NHibernate.Engine,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters
Cyclic Dependency,NHibernate(net461),NHibernate.Action,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.Action' NHibernate.Engine' NHibernate.Event.Default' NHibernate' NHibernate.Engine,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger,NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger
Cyclic Dependency,NHibernate(net461),NHibernate,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate' NHibernate.Event.Default,NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener,NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener
Cyclic Dependency,NHibernate(net461),NHibernate,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate' NHibernate.Action' NHibernate.Event.Default,NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger' NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener,NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger' NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener
Cyclic Dependency,NHibernate(net461),NHibernate.AdoNet,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.AdoNet' NHibernate.Driver,NHibernate.AdoNet.AbstractBatcher' NHibernate.Driver.BasicResultSetsCommand' NHibernate.Driver.NDataReader' NHibernate.Driver.DriverBase' NHibernate.Driver.DriverExtensions' NHibernate.Driver.FirebirdClientDriver' NHibernate.Driver.OracleClientDriver,NHibernate.AdoNet.AbstractBatcher' NHibernate.Driver.BasicResultSetsCommand' NHibernate.Driver.NDataReader' NHibernate.Driver.DriverBase' NHibernate.Driver.DriverExtensions' NHibernate.Driver.FirebirdClientDriver' NHibernate.Driver.OracleClientDriver
Cyclic Dependency,NHibernate(net461),NHibernate.AdoNet,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.AdoNet' NHibernate.Impl' NHibernate,NHibernate.AdoNet.AbstractBatcher' NHibernate.Impl.AbstractQueryImpl' NHibernate.Impl.AbstractQueryImpl2' NHibernate.Impl.AbstractSessionImpl' NHibernate.Impl.CollectionFilterImpl' NHibernate.Impl.MultiCriteriaImpl' NHibernate.Impl.SessionFactoryImpl' NHibernate.Impl.SessionImpl' NHibernate.Impl.StatelessSessionImpl' NHibernate.Impl.AbstractDetachedQuery' NHibernate.Impl.CriterionEntry' NHibernate.Impl.EnumerableImpl' NHibernate.Impl.ExpandedQueryExpression' NHibernate.Impl.ParameterDetector' NHibernate.Impl.ISharedSessionCreationOptions' NHibernate.Impl.Printer' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger,NHibernate.AdoNet.AbstractBatcher' NHibernate.Impl.AbstractQueryImpl' NHibernate.Impl.AbstractQueryImpl2' NHibernate.Impl.AbstractSessionImpl' NHibernate.Impl.CollectionFilterImpl' NHibernate.Impl.MultiCriteriaImpl' NHibernate.Impl.SessionFactoryImpl' NHibernate.Impl.SessionImpl' NHibernate.Impl.StatelessSessionImpl' NHibernate.Impl.AbstractDetachedQuery' NHibernate.Impl.CriterionEntry' NHibernate.Impl.EnumerableImpl' NHibernate.Impl.ExpandedQueryExpression' NHibernate.Impl.ParameterDetector' NHibernate.Impl.ISharedSessionCreationOptions' NHibernate.Impl.Printer' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger
Cyclic Dependency,NHibernate(net461),NHibernate.AdoNet,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.AdoNet' NHibernate.Engine' NHibernate.Event.Default' NHibernate,NHibernate.AdoNet.AbstractBatcher' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger,NHibernate.AdoNet.AbstractBatcher' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger
Cyclic Dependency,NHibernate(net461),NHibernate.AdoNet,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NHibernate.AdoNet' NHibernate.Engine' NHibernate.Action' NHibernate.Event.Default' NHibernate,NHibernate.AdoNet.AbstractBatcher' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters' NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger,NHibernate.AdoNet.AbstractBatcher' NHibernate.Engine.ActionQueue' NHibernate.Engine.BatchFetchQueue' NHibernate.Engine.Cascade' NHibernate.Engine.CascadingAction' NHibernate.Engine.CollectionEntry' NHibernate.Engine.ForeignKeys' NHibernate.Engine.IBatcher' NHibernate.Engine.ISessionImplementor' NHibernate.Engine.TransactionHelper' NHibernate.Engine.TwoPhaseLoad' NHibernate.Engine.IMapping' NHibernate.Engine.ISessionFactoryImplementor' NHibernate.Engine.QueryParameters' NHibernate.Action.AbstractEntityInsertAction' NHibernate.Action.BulkOperationCleanupAction' NHibernate.Action.CollectionAction' NHibernate.Action.CollectionRecreateAction' NHibernate.Action.CollectionRemoveAction' NHibernate.Action.CollectionUpdateAction' NHibernate.Action.EntityUpdateAction' NHibernate.Event.Default.AbstractFlushingEventListener' NHibernate.Event.Default.AbstractLockUpgradeEventListener' NHibernate.Event.Default.AbstractReassociateEventListener' NHibernate.Event.Default.AbstractSaveEventListener' NHibernate.Event.Default.DefaultEvictEventListener' NHibernate.Event.Default.DefaultInitializeCollectionEventListener' NHibernate.Event.Default.DefaultMergeEventListener' NHibernate.ISession' NHibernate.SessionFactoryExtension' NHibernate.NHibernateUtil' NHibernate.CriteriaTransformer' NHibernate.EmptyInterceptor' NHibernate.EntityJoinExtensions' NHibernate.IDetachedQuery' NHibernate.IQueryExpression' NHibernate.SessionExtensions' NHibernate.ISessionBuilder' NHibernate.TransactionExtensions' NHibernate.NHibernateLogger
