Implementation smell,Namespace,Class,File,Method,Description
Magic Number,SharpFlame.Gui.Windows,Startup,D:\research\architectureSmells\repos\bchavez_SharpFlame\source\SharpFlame.Gui.Windows\Startup.cs,ApplyOsStyles,The following statement contains a magic number: Eto.Style.Add<Eto.Forms.Button>("toggle"' b =>  			    {  				    var msize = swf.TextRenderer.MeasureText("255"' b.Font.ToSD());  				    var esize = msize.ToEto();  				    b.Size = new Size((esize.Width + b.Size.Width) / 2' b.Height);  			    });
