Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MassTransit.AutofacIntegration,AutofacScopeConsumerFactory<TConsumer;TId>,C:\repos\phatboyg_MassTransit\src\Containers\MassTransit.AutoFacIntegration\AutofacScopeConsumerFactory.cs,GetScopeId,The length of the statement  "            var idProvider = _registry.ResolveOptional<ILifetimeScopeIdProvider<TId>>(TypedParameter.From(context)' TypedParameter.From<ConsumeContext>(context)); " is 150.
Long Statement,MassTransit.AutofacIntegration,AutofacScopeSagaRepository<TSaga;TId>,C:\repos\phatboyg_MassTransit\src\Containers\MassTransit.AutoFacIntegration\AutofacScopeSagaRepository.cs,GetScopeId,The length of the statement  "            var idProvider = _registry.ResolveOptional<ILifetimeScopeIdProvider<TId>>(TypedParameter.From(context)' TypedParameter.From<ConsumeContext>(context)); " is 150.
