Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MassTransit.NHibernateIntegration.Tests,When_using_NHibernateRepository,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\UsingNHibernate_Specs.cs,Should_have_the_state_machine,The length of the statement  "            sagaId = await _repository.ShouldContainSaga(x => x.CorrelationId == correlationId && x.CurrentState == _machine.Dead.Name' TestTimeout); " is 137.
Long Statement,MissingTests,When_an_existing_instance_is_not_found,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\MissingInstance_Specs.cs,Should_publish_the_event_of_the_missing_instance,The length of the statement  "                var (status' notFound) = await requestClient.GetResponse<Status' InstanceNotFound>(new CheckStatus("A")' TestCancellationToken); " is 128.
Long Statement,MissingTests,When_an_existing_instance_is_not_found,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\MissingInstance_Specs.cs,ConfigureInMemoryReceiveEndpoint,The length of the statement  "                _sagaRepository = new Lazy<ISagaRepository<MissingInstance>>(() => new NHibernateSagaRepository<MissingInstance>(_sessionFactory)); " is 131.
Long Statement,PreInsert,When_pre_inserting_the_state_machine_instance_using_nh,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\PreInsert_Specs.cs,Should_receive_the_published_message,The length of the statement  "                Assert.AreEqual(received.SourceAddress' InputQueueAddress' "The published message should have the input queue source address");" is 127.
Long Statement,PreInsert,When_pre_inserting_the_state_machine_instance_using_nh,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\PreInsert_Specs.cs,Should_receive_the_published_message,The length of the statement  "                    await _repository.ShouldContainSaga(x => x.CorrelationId == message.CorrelationId && x.CurrentState == _machine.Running.Name' TestTimeout);" is 139.
Long Statement,PreInsert,When_pre_inserting_in_an_invalid_state_using_nh,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\PreInsert_Specs.cs,Should_receive_the_published_message,The length of the statement  "                Assert.AreEqual(received.SourceAddress' InputQueueAddress' "The published message should have the input queue source address");" is 127.
Long Statement,PreInsert,When_pre_inserting_in_an_invalid_state_using_nh,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\PreInsert_Specs.cs,Should_receive_the_published_message,The length of the statement  "                    await _repository.ShouldContainSaga(x => x.CorrelationId == message.CorrelationId && x.CurrentState == _machine.Running.Name' TestTimeout);" is 139.
Magic Number,MassTransit.NHibernateIntegration.Tests,SimpleSagaMap,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\SimpleSagaMap.cs,SimpleSagaMap,The following statement contains a magic number: Property(x => x.Name' x => x.Length(40));
Magic Number,MassTransit.NHibernateIntegration.Tests,SQLiteSessionFactoryProvider,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\SqlLiteSessionFactoryProvider.cs,Integrate,The following statement contains a magic number: db.BatchSize = 100;
Magic Number,MissingTests,MissingInstanceMap,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.NHibernateIntegration.Tests\MissingInstance_Specs.cs,MissingInstanceMap,The following statement contains a magic number: Property(x => x.ServiceName' x => x.Length(40));
