Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,MassTransit.DocumentDbIntegration.Saga.Context,DocumentDbSagaConsumeContext<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Context\DocumentDbSagaConsumeContext.cs,DocumentDbSagaConsumeContext,The method has 7 parameters. Parameters: client' databaseName' collectionName' context' instance' existing' requestOptions
Long Parameter List,MassTransit.DocumentDbIntegration.Saga.Context,DocumentDbSagaConsumeContextFactory,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Context\DocumentDbSagaConsumeContextFactory.cs,Create,The method has 7 parameters. Parameters: client' databaseName' collectionName' message' instance' existing' requestOptions
Long Parameter List,MassTransit.DocumentDbIntegration.Saga.Context,IDocumentDbSagaConsumeContextFactory,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Context\IDocumentDbSagaConsumeContextFactory.cs,Create,The method has 7 parameters. Parameters: client' databaseName' collectionName' message' instance' existing' requestOptions
Long Parameter List,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,DocumentDbSagaRepository,The method has 5 parameters. Parameters: client' databaseName' collectionName' documentDbSagaConsumeContextFactory' jsonSerializerSettings
Long Parameter List,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,DocumentDbSagaRepository,The method has 6 parameters. Parameters: client' databaseName' collectionName' documentDbSagaConsumeContextFactory' feedOptions' requestOptions
Long Parameter List,MassTransit.DocumentDbIntegration.Saga.Pipeline,MissingPipe<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Pipeline\MissingPipe.cs,MissingPipe,The method has 6 parameters. Parameters: client' databaseName' collectionName' next' documentDbSagaConsumeContextFactory' jsonSerializerSettings
Long Identifier,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,DocumentDbSagaRepository,The length of the parameter documentDbSagaConsumeContextFactory is 35.
Long Identifier,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,DocumentDbSagaRepository,The length of the parameter documentDbSagaConsumeContextFactory is 35.
Long Identifier,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,DocumentDbSagaRepository,The length of the parameter documentDbSagaConsumeContextFactory is 35.
Long Identifier,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,,The length of the parameter _documentDbSagaConsumeContextFactory is 36.
Long Identifier,MassTransit.DocumentDbIntegration.Saga.Pipeline,MissingPipe<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Pipeline\MissingPipe.cs,MissingPipe,The length of the parameter documentDbSagaConsumeContextFactory is 35.
Long Identifier,MassTransit.DocumentDbIntegration.Saga.Pipeline,MissingPipe<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Pipeline\MissingPipe.cs,,The length of the parameter _documentDbSagaConsumeContextFactory is 36.
Long Statement,MassTransit.DocumentDbIntegration.Saga.Context,DocumentDbSagaConsumeContext<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Context\DocumentDbSagaConsumeContext.cs,SetCompleted,The length of the statement  "                await _client.DeleteDocumentAsync(UriFactory.CreateDocumentUri(_databaseName' _collectionName' Saga.CorrelationId.ToString())' _requestOptions) " is 143.
Long Statement,MassTransit.DocumentDbIntegration.Saga.Context,DocumentDbSagaConsumeContextFactory,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Context\DocumentDbSagaConsumeContextFactory.cs,Create,The length of the statement  "            return new DocumentDbSagaConsumeContext<TSaga' TMessage>(client' databaseName' collectionName' message' instance' existing' requestOptions); " is 140.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,Find,The length of the statement  "            // This will not work for Document Db because the .Where needs to look for [JsonProperty("id")]' and if you pass in CorrelationId property' the ISaga doesn't have that property. " is 177.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,Send,The length of the statement  "                        .ReadDocumentAsync(UriFactory.CreateDocumentUri(_databaseName' _collectionName' context.CorrelationId.ToString())' _requestOptions) " is 131.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,Send,The length of the statement  "                    new MissingPipe<TSaga' T>(_client' _databaseName' _collectionName' next' _documentDbSagaConsumeContextFactory' _jsonSerializerSettings); " is 136.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,SendQuery,The length of the statement  "                    var missingPipe = new MissingPipe<TSaga' T>(_client' _databaseName' _collectionName' next' _documentDbSagaConsumeContextFactory' " is 128.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,PreInsertSagaInstance,The length of the statement  "                    await _client.CreateDocumentAsync(UriFactory.CreateDocumentCollectionUri(_databaseName' _collectionName)' instance' _requestOptions' true) " is 138.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,SendToInstance,The length of the statement  "                    _documentDbSagaConsumeContextFactory.Create(_client' _databaseName' _collectionName' context' instance' true' _requestOptions); " is 127.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,UpdateDocumentDbSaga,The length of the statement  "                await _client.ReplaceDocumentAsync(UriFactory.CreateDocumentUri(_databaseName' _collectionName' instance.CorrelationId.ToString())' instance' " is 141.
Long Statement,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,UpdateDocumentDbSaga,The length of the statement  "                throw new DocumentDbConcurrencyException("Unable to update saga. It may not have been found or may have been updated by another process."); " is 139.
Long Statement,MassTransit.DocumentDbIntegration.Saga.Pipeline,MissingPipe<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Pipeline\MissingPipe.cs,Send,The length of the statement  "                _documentDbSagaConsumeContextFactory.Create(_client' _databaseName' _collectionName' context' context.Saga' false' _requestOptions); " is 132.
Long Statement,MassTransit.DocumentDbIntegration.Saga.Pipeline,MissingPipe<TSaga;TMessage>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\Pipeline\MissingPipe.cs,Send,The length of the statement  "                await _client.CreateDocumentAsync(UriFactory.CreateDocumentCollectionUri(_databaseName' _collectionName)' context.Saga' _requestOptions' true) " is 142.
Empty Catch Block,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,Send,The method has an empty catch block.
Magic Number,MassTransit.DocumentDbIntegration.Saga,DocumentDbSagaRepository<TSaga>,C:\research\architectureSmells\repos\phatboyg_MassTransit\src\Persistence\MassTransit.DocumentDbIntegration\Saga\DocumentDbSagaRepository.cs,DocumentDbSagaRepository,The following statement contains a magic number: collectionName.Length > 120
