Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AbstractCommand,0,2,1,0,1,12,2,2,1,0,0,0
CommandRunner,3,10,2,0,4,89,19,0,0,0.7,4,2
CommandRunnerStatus,0,0,0,0,0,6,0,0,0,0,0,1
ICommand,0,1,1,0,0,7,1,1,0,0,0,6
ICommandQueue,0,2,0,0,0,5,2,1,0,0,1,1
ICommandRepository,0,3,0,0,0,6,3,1,0,0,1,3
PaymentAddCommand,3,2,0,0,2,17,2,0,2,0,4,1
ProductAddCommand,4,2,0,0,2,19,2,0,2,0,5,1
SimpleCommandQueue,1,3,1,0,3,25,4,0,1,0,1,1
Currency,0,0,0,0,0,17,0,0,0,0,0,11
CurrencyDoesNotMatchOrderException,0,1,0,0,1,6,1,0,0,0,1,1
CustomerOrderMadeEventArgs,0,1,1,0,1,11,1,0,0,0,1,2
CustomerOrderStatus,0,0,0,0,0,7,0,0,0,0,0,1
EventRasingCustomerOrderFactory,1,4,0,0,3,27,5,0,1,0.25,7,2
ICustomerOrder,0,3,8,0,0,32,3,1,0,0,4,15
ICustomerOrderFactory,0,2,0,0,0,5,2,2,0,0,4,2
IncompatibleTenderTypeException,0,1,0,0,1,6,1,0,0,0,0,1
IncompatibleUnitOfMeasureException,0,1,0,0,1,7,1,0,0,0,1,1
IPayment,0,0,1,0,0,6,0,1,0,0,0,1
IPrice,0,1,0,0,0,10,1,1,0,0,1,2
IPricedOrder,0,1,1,0,0,7,1,1,0,0,1,7
IProduct,0,0,2,0,0,9,0,1,0,0,0,10
IProductPrice,0,0,2,0,0,9,0,1,0,0,0,5
Money,2,7,2,0,6,81,8,0,0,0.43,2,9
OrderIdentifier,3,6,0,0,3,49,7,0,0,0.67,0,10
OrderPricedEventArgs,0,1,1,0,1,11,1,0,0,0,1,2
PaymentExceededAmountDueException,0,1,1,0,1,11,1,0,0,0,1,3
Tender,2,6,2,0,5,55,7,0,0,0.42,2,7
PaymentAdded,0,1,1,0,1,11,1,0,0,0,1,3
ProductAdded,2,1,4,0,1,30,1,0,0,0,2,4
ProductAddedEventArgs,0,1,3,0,1,21,1,0,0,0,2,3
ProductIdentifier,4,7,0,0,3,58,8,0,0,0.76,0,7
ProductNotFoundException,0,1,0,0,1,6,1,0,0,0,1,3
Quantity,2,7,1,0,5,60,9,0,0,0.43,2,9
UnableToConvertCurrencyException,0,1,0,0,1,7,1,0,0,0,1,1
UnitOfMeasure,0,0,0,0,0,6,0,0,0,0,0,5
CustomerOrder,4,8,8,0,3,95,11,0,1,0.66,16,2
CustomerOrderFactory,1,3,0,0,3,16,3,0,1,0,6,1
CustomerOrderStateMachine,1,4,0,0,2,30,5,0,0,0.75,4,1
Trigger,0,0,0,0,0,5,0,0,0,0,0,1
ITrigger,0,1,1,0,0,7,1,2,0,0,0,2
PaymentAddTrigger,3,4,1,0,2,34,6,0,1,0.42,7,1
ProductAddTrigger,5,6,1,0,2,56,7,0,1,0.63,9,1
Event,0,1,1,0,0,11,1,2,1,0,0,0
IEvent,0,0,1,0,0,6,0,1,0,0,0,6
ProductAddedEvent,0,1,2,0,1,16,1,0,2,0,2,2
PaymentEvent,0,1,1,0,1,11,1,0,2,0,1,1
ICustomerOrderRepository,0,1,0,0,0,4,1,1,0,0,1,4
InMemoryCommandRepository,1,4,0,0,4,25,5,0,1,0,2,1
NotFoundException,0,0,0,0,0,3,0,0,0,0,0,1
InMemoryCustomerOrderRepository,3,3,0,0,2,22,4,0,1,0.33,4,1
