Implementation smell,Namespace,Class,File,Method,Description
Long Statement,FNHS.Samples,SessionFactory,D:\newReposJune17\trullock_Fluent-NHibernate-Search\src\FNHS.Samples\SessionFactory.cs,CreateSessionFactory,The length of the statement  "	Configuration fnhscfg = FluentSearch.Configure ().DefaultAnalyzer ().Standard ().DirectoryProvider ().RAMDirectory ().IndexingStrategy ().Event ().Listeners (ListenerConfiguration.Default).MappingClass<SearchMap> ().BuildConfiguration (); " is 238.
Long Statement,FNHS.Samples,SessionFactory,D:\newReposJune17\trullock_Fluent-NHibernate-Search\src\FNHS.Samples\SessionFactory.cs,CreateSessionFactory,The length of the statement  "	Configuration fnhcfg = Fluently.Configure (fnhscfg).Database (SQLiteConfiguration.Standard.InMemory ()).Mappings (m => m.FluentMappings.AddFromAssemblyOf<AuthorMap> ()).ExposeConfiguration (cfg => { " is 198.
