Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
RemoveTagsFilter,0,2,1,0,2,37,3,0,0,0,0,1
FirstFilter,0,1,0,0,1,21,1,0,0,0,0,1
LastFilter,0,1,0,0,1,19,1,0,0,0,0,1
LengthFilter,0,1,0,0,1,18,1,0,0,0,0,1
LengthIsFilter,0,2,1,0,2,29,2,0,0,0,0,1
RandomFilter,1,1,0,0,1,21,1,0,0,0,0,1
SliceFilter,0,2,1,0,2,60,10,0,0,0,0,1
AddFilter,0,2,1,0,2,33,2,0,0,0,0,1
AddSlashesFilter,0,1,0,0,1,15,1,0,0,0,0,1
CapFirstFilter,0,1,0,0,1,14,1,0,0,0,0,1
CenterFilter,0,2,1,0,2,27,2,0,0,0,0,1
CutFilter,0,2,1,0,2,28,2,0,0,0,0,1
DefaultFilter,0,2,1,0,2,29,2,0,0,0,0,1
DivisibleByFilter,0,2,1,0,2,33,2,0,0,0,0,1
EscapeJSFilter,1,1,0,0,1,37,3,0,0,0,0,1
FilterManager,0,1,0,0,1,38,1,0,0,0,26,0
FixAmpersandsFilter,0,1,0,0,1,13,1,0,0,0,0,1
FloatFormatFilter,0,2,1,0,2,56,3,0,0,0,0,1
GetDigit,0,2,1,0,2,39,2,0,0,0,0,1
LineNumbersFilter,0,1,0,0,1,19,2,0,0,0,0,1
LJustFilter,0,2,1,0,2,27,2,0,0,0,0,1
LowerFilter,0,1,0,0,1,17,1,0,0,0,0,1
MakeListFilter,0,1,0,0,1,21,1,0,0,0,0,1
RJustFilter,0,2,1,0,2,27,2,0,0,0,0,1
TitleFilter,0,2,0,0,1,19,2,0,0,0,0,1
UpperFilter,0,1,0,0,1,17,1,0,0,0,0,1
WordCountFilter,0,1,0,0,1,13,1,0,0,0,0,1
