Project,Namespace,Ca types,Ce types
SampleOwinApplication,SampleOwinApplication,SampleOwinApplication.Controllers.ManageController' SampleOwinApplication.Controllers.AccountController,SampleOwinApplication.Models.ApplicationUser' SampleOwinApplication.Models.ApplicationDbContext
SampleOwinApplication,SampleOwinApplication.Controllers,,SampleOwinApplication.ApplicationUserManager' SampleOwinApplication.ApplicationSignInManager' SampleOwinApplication.Models.ExternalLoginConfirmationViewModel' SampleOwinApplication.Models.SendCodeViewModel' SampleOwinApplication.Models.VerifyCodeViewModel' SampleOwinApplication.Models.LoginViewModel' SampleOwinApplication.Models.RegisterViewModel' SampleOwinApplication.Models.ResetPasswordViewModel' SampleOwinApplication.Models.ForgotPasswordViewModel' SampleOwinApplication.Models.ApplicationUser' SampleOwinApplication.Models.IndexViewModel' SampleOwinApplication.Models.ManageLoginsViewModel' SampleOwinApplication.Models.SetPasswordViewModel' SampleOwinApplication.Models.ChangePasswordViewModel' SampleOwinApplication.Models.AddPhoneNumberViewModel' SampleOwinApplication.Models.VerifyPhoneNumberViewModel
SampleOwinApplication,SampleOwinApplication.Controllers.api,,
SampleOwinApplication,SampleOwinApplication.Models,SampleOwinApplication.Controllers.AccountController' SampleOwinApplication.Controllers.ManageController' SampleOwinApplication.Startup' SampleOwinApplication.ApplicationUserManager' SampleOwinApplication.ApplicationSignInManager,
