Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices' Kentor.AuthServices.Internal,Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.Internal.CryptographyExtensions' Kentor.AuthServices.Internal.StatusCodeHelper
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices' Kentor.AuthServices.Saml2P' Kentor.AuthServices.Internal,Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest' Kentor.AuthServices.Internal.CryptographyExtensions' Kentor.AuthServices.Internal.StatusCodeHelper
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices' Kentor.AuthServices.Internal' Kentor.AuthServices.Saml2P' Kentor.AuthServices.Internal,Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.Internal.CryptographyExtensions' Kentor.AuthServices.Internal.StatusCodeHelper' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices' Kentor.AuthServices.Saml2P' Kentor.AuthServices.Internal' Kentor.AuthServices.Saml2P' Kentor.AuthServices.Internal,Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest' Kentor.AuthServices.Internal.CryptographyExtensions' Kentor.AuthServices.Internal.StatusCodeHelper
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices.Configuration' Kentor.AuthServices.WebSso,Kentor.AuthServices.Configuration.KentorAuthServicesNotifications' Kentor.AuthServices.Configuration.ServiceCertificateCollection' Kentor.AuthServices.Configuration.SPOptions' Kentor.AuthServices.Configuration.CertificateElement' Kentor.AuthServices.WebSso.AcsCommand' Kentor.AuthServices.WebSso.HttpRequestData' Kentor.AuthServices.WebSso.MetadataCommand
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices.Configuration' Kentor.AuthServices.Saml2P' Kentor.AuthServices.WebSso,Kentor.AuthServices.Configuration.KentorAuthServicesNotifications' Kentor.AuthServices.Configuration.ServiceCertificateCollection' Kentor.AuthServices.Configuration.SPOptions' Kentor.AuthServices.Configuration.CertificateElement' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest' Kentor.AuthServices.WebSso.AcsCommand' Kentor.AuthServices.WebSso.HttpRequestData' Kentor.AuthServices.WebSso.MetadataCommand
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices.Configuration' Kentor.AuthServices' Kentor.AuthServices.Saml2P' Kentor.AuthServices.WebSso,Kentor.AuthServices.Configuration.KentorAuthServicesNotifications' Kentor.AuthServices.Configuration.ServiceCertificateCollection' Kentor.AuthServices.Configuration.SPOptions' Kentor.AuthServices.Configuration.CertificateElement' Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest' Kentor.AuthServices.WebSso.AcsCommand' Kentor.AuthServices.WebSso.HttpRequestData' Kentor.AuthServices.WebSso.MetadataCommand
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices.Configuration' Kentor.AuthServices.Saml2P' Kentor.AuthServices' Kentor.AuthServices.Saml2P' Kentor.AuthServices.WebSso,Kentor.AuthServices.Configuration.KentorAuthServicesNotifications' Kentor.AuthServices.Configuration.ServiceCertificateCollection' Kentor.AuthServices.Configuration.SPOptions' Kentor.AuthServices.Configuration.CertificateElement' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest' Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.WebSso.AcsCommand' Kentor.AuthServices.WebSso.HttpRequestData' Kentor.AuthServices.WebSso.MetadataCommand
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices.Exceptions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices.Exceptions' Kentor.AuthServices.WebSso' Kentor.AuthServices.Saml2P,Kentor.AuthServices.Exceptions.UnsuccessfulSamlOperationException' Kentor.AuthServices.WebSso.AcsCommand' Kentor.AuthServices.WebSso.HttpRequestData' Kentor.AuthServices.WebSso.MetadataCommand' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest
Cyclic Dependency,Kentor.AuthServices,Kentor.AuthServices.Exceptions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Kentor.AuthServices.Exceptions' Kentor.AuthServices.WebSso' Kentor.AuthServices' Kentor.AuthServices.Saml2P,Kentor.AuthServices.Exceptions.UnsuccessfulSamlOperationException' Kentor.AuthServices.WebSso.AcsCommand' Kentor.AuthServices.WebSso.HttpRequestData' Kentor.AuthServices.WebSso.MetadataCommand' Kentor.AuthServices.ClaimsExtensions' Kentor.AuthServices.NameIdFormatExtension' Kentor.AuthServices.ServiceCertificate' Kentor.AuthServices.Federation' Kentor.AuthServices.IdentityProvider' Kentor.AuthServices.Saml2P.Saml2IdpEntry' Kentor.AuthServices.Saml2P.Saml2LogoutResponse' Kentor.AuthServices.Saml2P.Saml2RequestedAuthnContext' Kentor.AuthServices.Saml2P.Saml2AuthenticationRequest
