Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Kentor.AuthServices.HttpModule,CommandResultHttpExtension,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\CommandResultHttpExtension.cs,ApplyCookies,The length of the statement  "		var protectedData = HttpRequestData.ConvertBinaryData (MachineKey.Protect (commandResult.GetSerializedRequestState ()' HttpRequestBaseExtensions.ProtectionPurpose)); " is 165.
Long Statement,Kentor.AuthServices.HttpModule,CommandResultHttpExtension,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\CommandResultHttpExtension.cs,SignInOrOutSessionAuthenticationModule,The length of the statement  "		var sessionToken = new SessionSecurityToken (commandResult.Principal' null' DateTime.UtcNow' commandResult.SessionNotOnOrAfter ?? CalculateSessionNotOnOrAfter ()); " is 163.
Long Statement,Kentor.AuthServices.HttpModule,CommandResultHttpExtension,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\CommandResultHttpExtension.cs,CalculateSessionNotOnOrAfter,The length of the statement  "	var configuredLifeTime = (FederatedAuthentication.FederationConfiguration.IdentityConfiguration.SecurityTokenHandlers [typeof(SessionSecurityToken)] as SessionSecurityTokenHandler).TokenLifetime; " is 195.
Long Statement,Kentor.AuthServices.HttpModule,CommandResultHttpExtension,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\CommandResultHttpExtension.cs,EnsureSessionAuthenticationModuleAvailable,The length of the statement  "		throw new InvalidOperationException ("FederatedAuthentication.SessionAuthenticationModule is null' make sure you have loaded the SessionAuthenticationModule in web.config. " + "See https://github.com/KentorIT/authservices/blob/master/doc/Configuration.md#loading-modules"); " is 273.
Long Statement,Kentor.AuthServices.HttpModule,HttpRequestBaseExtensions,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\HttpRequestBaseExtensions.cs,ToHttpRequestData,The length of the statement  "	return new HttpRequestData (requestBase.HttpMethod' requestBase.Url' requestBase.ApplicationPath' requestBase.Form.Cast<string> ().Select ((de' i) => new KeyValuePair<string' string[]> (de' ((string)requestBase.Form [i]).Split (''')))' cookies' v => MachineKey.Unprotect (v' ProtectionPurpose)' ClaimsPrincipal.Current); " is 320.
Magic Number,Kentor.AuthServices.HttpModule,CommandResultHttpExtension,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\CommandResultHttpExtension.cs,ApplyCookies,The following statement contains a magic number: if (!string.IsNullOrEmpty (commandResult.ClearCookieName)) {  	response.SetCookie (new HttpCookie (commandResult.ClearCookieName) {  		Expires = new DateTime (1970' 01' 01)  	});  }  
Magic Number,Kentor.AuthServices.HttpModule,CommandResultHttpExtension,F:\newReposMay17\KentorIT_authservices\Kentor.AuthServices.HttpModule\CommandResultHttpExtension.cs,ApplyCookies,The following statement contains a magic number: response.SetCookie (new HttpCookie (commandResult.ClearCookieName) {  	Expires = new DateTime (1970' 01' 01)  });  
