Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,SevenPass.WindowsPhone,SevenPass.Entry.ViewModels,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SevenPass.Entry.ViewModels' SevenPass.Messages,SevenPass.Entry.ViewModels.BrowserViewModel' SevenPass.Entry.ViewModels.EntryAttachmentsViewModel' SevenPass.Entry.ViewModels.EntryDetailsViewModel' SevenPass.Entry.ViewModels.EntryFieldViewModel' SevenPass.Messages.EntryFieldExpandedMessage
Cyclic Dependency,SevenPass.WindowsPhone,SevenPass.Entry.ViewModels,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SevenPass.Entry.ViewModels' SevenPass.Messages' SevenPass.ViewModels,SevenPass.Entry.ViewModels.BrowserViewModel' SevenPass.Entry.ViewModels.EntryAttachmentsViewModel' SevenPass.Entry.ViewModels.EntryDetailsViewModel' SevenPass.Entry.ViewModels.EntryFieldViewModel' SevenPass.Messages.EntryFieldExpandedMessage' SevenPass.ViewModels.GroupViewModel' SevenPass.ViewModels.MainViewModel' SevenPass.ViewModels.PasswordViewModel
Cyclic Dependency,SevenPass.WindowsPhone,SevenPass.Entry.ViewModels,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SevenPass.Entry.ViewModels' SevenPass.Messages' SevenPass.Services.Databases' SevenPass.Services.Picker,SevenPass.Entry.ViewModels.BrowserViewModel' SevenPass.Entry.ViewModels.EntryAttachmentsViewModel' SevenPass.Entry.ViewModels.EntryDetailsViewModel' SevenPass.Entry.ViewModels.EntryFieldViewModel' SevenPass.Messages.EntryFieldExpandedMessage' SevenPass.Services.Databases.RegisteredDbsService' SevenPass.Services.Picker.FilePickerService
Cyclic Dependency,SevenPass.WindowsPhone,SevenPass.Entry.ViewModels,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SevenPass.Entry.ViewModels' SevenPass.Messages' SevenPass.Services.Databases' SevenPass.ViewModels' SevenPass.Services.Picker,SevenPass.Entry.ViewModels.BrowserViewModel' SevenPass.Entry.ViewModels.EntryAttachmentsViewModel' SevenPass.Entry.ViewModels.EntryDetailsViewModel' SevenPass.Entry.ViewModels.EntryFieldViewModel' SevenPass.Messages.EntryFieldExpandedMessage' SevenPass.Services.Databases.RegisteredDbsService' SevenPass.ViewModels.GroupViewModel' SevenPass.ViewModels.MainViewModel' SevenPass.ViewModels.PasswordViewModel' SevenPass.Services.Picker.FilePickerService
Cyclic Dependency,SevenPass.WindowsPhone,SevenPass.Services.Picker,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SevenPass.Services.Picker' SevenPass.ViewModels,SevenPass.Services.Picker.FilePickerService' SevenPass.ViewModels.GroupViewModel' SevenPass.ViewModels.MainViewModel' SevenPass.ViewModels.PasswordViewModel
Cyclic Dependency,SevenPass.WindowsPhone,SevenPass.ViewModels,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SevenPass.ViewModels' SevenPass.Entry.ViewModels' SevenPass.Messages' SevenPass.Services.Databases,SevenPass.ViewModels.GroupViewModel' SevenPass.ViewModels.MainViewModel' SevenPass.ViewModels.PasswordViewModel' SevenPass.Entry.ViewModels.BrowserViewModel' SevenPass.Entry.ViewModels.EntryAttachmentsViewModel' SevenPass.Entry.ViewModels.EntryDetailsViewModel' SevenPass.Entry.ViewModels.EntryFieldViewModel' SevenPass.Messages.EntryFieldExpandedMessage' SevenPass.Services.Databases.RegisteredDbsService
Unstable Dependency,SevenPass.WindowsPhone,SevenPass.Entry.ViewModels,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SevenPass.ViewModels,SevenPass.Entry.ViewModels.AppBarCommandViewModel
Unstable Dependency,SevenPass.WindowsPhone,SevenPass.Messages,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SevenPass.Entry.ViewModels,SevenPass.Messages.EntryFieldViewModel
Unstable Dependency,SevenPass.WindowsPhone,SevenPass.Services.Picker,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SevenPass.Services.Databases' SevenPass.ViewModels,SevenPass.Services.Picker.IRegisteredDbsService' SevenPass.Services.Picker.PasswordViewModel
Feature Concentration,SevenPass.WindowsPhone,SevenPass.Entry.Views,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BrowserView]' [EntryAttachmentsView]' [EntryAttachmentView]' [EntryDetailsView]' [EntryFieldView]' [EntryFieldsView]' [EntryNotesView]' [EntryView]. LCC (Lack of Component Cohesion) = 1,SevenPass.Entry.Views.EntryAttachmentsView' SevenPass.Entry.Views.EntryAttachmentView' SevenPass.Entry.Views.EntryDetailsView' SevenPass.Entry.Views.EntryFieldView' SevenPass.Entry.Views.EntryFieldsView' SevenPass.Entry.Views.EntryNotesView' SevenPass.Entry.Views.EntryView
