Implementation smell,Namespace,Class,File,Method,Description
Long Statement,mmbot,Initializer,C:\repos\mmbot_mmbot\mmbot\Initializer.cs,StartBot,The length of the statement  "                logConfig.GetLogger().Fatal("Could not build robot. Try installing the latest version of any mmbot packages (mmbot.jabbr' mmbot.slack etc) if there was a breaking change."' e); " is 176.
Long Statement,mmbot,Initializer,C:\repos\mmbot_mmbot\mmbot\Initializer.cs,StartBot,The length of the statement  "                    Console.WriteLine((options.Test ? "The test console is ready. " : "mmbot is running. ") + "Press CTRL+C at any time to exit"); " is 126.
Long Statement,mmbot,Initializer,C:\repos\mmbot_mmbot\mmbot\Initializer.cs,InitializeCurrentDirectory,The length of the statement  "                Console.WriteLine("The current directory is the installation directory. The init command is designed to initialize a different location with the necessary base scripts etc. by copying them from the installation folder."); " is 221.
Long Statement,mmbot,Initializer,C:\repos\mmbot_mmbot\mmbot\Initializer.cs,InitializeCurrentDirectory,The length of the statement  "            Directory.GetFiles(Path.Combine(installationFolder' "scripts")).ForEach(f => File.Copy(f' Path.Combine(scriptsFolder' Path.GetFileName(f))' true)); " is 147.
Long Statement,mmbot,Initializer,C:\repos\mmbot_mmbot\mmbot\Initializer.cs,InitializeCurrentDirectory,The length of the statement  "            Console.WriteLine("Remember to delete any scripts you don't want from the scripts folder and configure the mmbot.ini file"); " is 124.
Long Statement,mmbot,Initializer,C:\repos\mmbot_mmbot\mmbot\Initializer.cs,ConfigurePath,The length of the statement  "                    logger.Warn(string.Format("Could not find specified working directory {0}. Defaulting to current directory"' options.WorkingDirectory)); " is 136.
Magic Number,mmbot,RobotWrapper,C:\repos\mmbot_mmbot\mmbot\RobotWrapper.cs,Stop,The following statement contains a magic number: _robot.Shutdown()                  .Wait(TimeSpan.FromSeconds(10));
Magic Number,mmbot,Service,C:\repos\mmbot_mmbot\mmbot\Service.cs,OnStop,The following statement contains a magic number: _robotIsStopped.WaitOne(TimeSpan.FromSeconds(20));
