Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WebApiBook.IssueTrackerApp.AcceptanceTests.Features,RetrievingIssues,D:\research\architectureSmells\repos\webapibook_issuetracker\test\WebApiBook.IssueTrackerApi.AcceptanceTests\Features\RetrievingIssues.cs,RetrievingAnIssue,The length of the statement  "                    var link = issue.Links.FirstOrDefault(l => l.Rel == IssueLinkFactory.Rels.Transition && l.Action == IssueLinkFactory.Actions.Transition); " is 137.
Long Statement,WebApiBook.IssueTrackerApp.AcceptanceTests.Features,RetrievingIssues,D:\research\architectureSmells\repos\webapibook_issuetracker\test\WebApiBook.IssueTrackerApi.AcceptanceTests\Features\RetrievingIssues.cs,RetrievingAnOpenIssue,The length of the statement  "                    var link = issue.Links.FirstOrDefault(l => l.Rel == IssueLinkFactory.Rels.Close && l.Action == IssueLinkFactory.Actions.Close); " is 127.
Long Statement,WebApiBook.IssueTrackerApp.AcceptanceTests.Features,RetrievingIssues,D:\research\architectureSmells\repos\webapibook_issuetracker\test\WebApiBook.IssueTrackerApi.AcceptanceTests\Features\RetrievingIssues.cs,RetrievingAClosedIssue,The length of the statement  "                    var link = issue.Links.FirstOrDefault(l => l.Rel == IssueLinkFactory.Rels.Open && l.Action == IssueLinkFactory.Actions.Open); " is 125.
Long Statement,WebApiBook.IssueTrackerApp.AcceptanceTests.Features,RetrievingIssues,D:\research\architectureSmells\repos\webapibook_issuetracker\test\WebApiBook.IssueTrackerApi.AcceptanceTests\Features\RetrievingIssues.cs,SearchingIssues,The length of the statement  "                f(() => MockIssueStore.Setup(i => i.FindAsyncQuery("another")).Returns(Task.FromResult(FakeIssues.Where(i => i.Id == "2")))); " is 125.
