Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TypeCreator.Web.LifeSpan,RequestSingleton,C:\repos\tomlazelle_TypeCreator\src\TypeCreator.Web.LifeSpan\RequestSingleton.cs,Instance,The length of the statement  "		return HttpContext.Current.Items [typeAction.InterfaceType.Name] ?? (HttpContext.Current.Items [typeAction.InterfaceType.Name] = base.Instance (factory' typeAction)); " is 166.
Long Statement,TypeCreator.Web.LifeSpan,SessionSingleton,C:\repos\tomlazelle_TypeCreator\src\TypeCreator.Web.LifeSpan\SessionSingleton.cs,Instance,The length of the statement  "		return HttpContext.Current.Session [typeAction.InterfaceType.Name] ?? (HttpContext.Current.Session [typeAction.InterfaceType.Name] = base.Instance (factory' typeAction)); " is 170.
