Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AdminController,0,24,0,0,20,516,118,0,1,0,23,0
BaseController,4,22,0,2,18,373,75,7,0,0.81,11,0
HomeController,0,3,0,0,3,15,3,0,1,0,0,0
InteractiveController,0,18,0,0,18,337,50,0,1,0,10,0
MessageController,0,6,0,0,6,251,24,0,1,0,11,0
RecommendController,0,7,0,0,4,104,16,0,1,0,7,0
StateController,0,10,0,0,10,180,17,0,1,0,11,0
UserController,1,44,0,0,38,1026,175,0,1,0.91,26,0
MvcApplication,0,3,0,0,2,27,3,0,0,0,0,0
ImgUpload,2,4,0,0,1,101,13,0,0,0.38,5,0
Logger,1,6,0,0,6,28,6,0,0,0,0,2
Helpers,0,3,0,0,3,40,5,0,0,0,0,1
HtmlHelper,0,4,0,0,4,37,4,0,0,0,0,0
SendMail,0,1,0,0,1,45,2,0,0,0,0,1
ObjectCopier,0,6,0,0,6,232,80,0,0,0,0,1
ValidateCode,0,3,2,0,3,106,9,0,0,0,0,0
Configuration,0,2,0,0,1,25,2,0,0,0,0,1
BaseInfo,0,0,13,0,0,104,0,0,0,0,0,3
RequirementClone,0,0,11,0,0,61,0,0,0,0,0,1
DetailInfo,0,0,12,0,0,82,0,0,0,0,0,2
Item,0,0,2,0,0,11,0,0,0,0,0,0
Comment,0,0,8,0,0,39,0,0,0,0,0,3
EnjoyTopic,0,0,5,0,0,23,0,0,0,0,0,2
Hello,0,0,4,0,0,23,0,0,0,0,0,2
Iamgbox,0,0,9,0,0,51,0,0,0,0,0,5
Inform,0,0,3,0,0,21,0,0,0,0,0,0
InfoStatistic,0,0,10,0,0,58,0,0,0,0,0,2
LastState,0,0,4,0,0,25,0,0,0,0,0,1
LoginLog,0,0,5,0,0,27,0,0,0,0,0,2
Collect,0,0,4,0,0,22,0,0,0,0,0,0
PrivateDb,1,1,24,0,1,104,1,0,0,0,1,7
PrivateDbRepository,1,76,0,0,73,1041,468,0,0,0,30,2
MegType,0,0,0,0,0,9,0,0,0,0,0,5
Message,0,0,10,0,0,61,0,0,0,0,0,5
MyLove,0,0,5,0,0,32,0,0,0,0,0,3
DisLove,0,0,4,0,0,25,0,0,0,0,0,3
Praise,0,0,6,0,0,34,0,0,0,0,0,2
Report,0,0,11,0,0,62,0,0,0,0,0,2
ReportLog,0,0,4,0,0,25,0,0,0,0,0,2
ReportType,0,0,0,0,0,12,0,0,0,0,0,1
ReportMessageType,0,0,0,0,0,31,0,0,0,0,0,1
Requirement,0,0,11,0,0,61,0,0,0,0,0,5
Role,0,2,4,0,2,65,2,0,0,0,0,2
RoleLog,0,0,6,0,0,30,0,0,0,0,0,1
AdminStatistic,0,0,8,0,0,43,0,0,0,0,0,2
Authority,0,0,7,0,0,43,0,0,0,0,0,1
RoleType,0,0,0,0,0,11,0,0,0,0,0,1
Search,0,0,15,0,0,104,0,0,0,0,0,1
State,0,0,6,0,0,35,0,0,0,0,0,6
StateType,0,0,0,0,0,19,0,0,0,0,0,7
Topic,0,0,12,0,0,57,0,0,0,0,0,3
User,0,1,15,0,1,100,1,0,0,0,0,7
LogOnModel,0,0,3,0,0,21,0,0,0,0,0,1
RegisterModel,0,0,6,0,0,50,0,0,0,0,0,1
UserHot,0,0,9,0,0,51,0,0,0,0,0,2
VisitLog,0,0,7,0,0,31,0,0,0,0,0,2
CheckUser,0,0,5,0,0,23,0,0,0,0,0,1
CompareUsers,0,0,8,0,0,35,0,0,0,0,0,1
LoverState,0,0,3,0,0,15,0,0,0,0,0,1
MessageInfo,0,0,9,0,0,39,0,0,0,0,0,1
ModifyPassword,0,0,3,0,0,25,0,0,0,0,0,2
PariseHelloUser,0,0,3,0,0,15,0,0,0,0,0,1
PersonInfo,0,0,6,0,0,27,0,0,0,0,0,1
RecommendRate,0,0,5,0,0,27,0,0,0,0,0,2
RecommendUser,0,0,4,0,0,20,0,0,0,0,0,1
ReportDetailUser,0,0,3,0,0,15,0,0,0,0,0,1
SimpleReport,0,0,2,0,0,11,0,0,0,0,0,1
ReportSum,0,0,3,0,0,17,0,0,0,0,0,1
SimpleUser,0,0,5,0,0,23,0,0,0,0,0,1
TopicUser,0,0,2,0,0,11,0,0,0,0,0,1
SimpleTopic,0,0,1,0,0,7,0,0,0,0,0,1
UninComments,0,0,4,0,0,22,0,0,0,0,0,1
UninUser,0,0,3,0,0,15,0,0,0,0,0,6
UnReadMessageSum,0,0,6,0,0,27,0,0,0,0,0,1
UserInfo,0,0,8,0,0,39,0,0,0,0,0,1
AdminViewModel,0,0,2,0,0,13,0,0,0,0,0,1
Admin,0,0,3,0,0,15,0,0,0,0,0,1
UserStateView,0,0,6,0,0,33,0,0,0,0,0,1
VisitUser,0,0,3,0,0,15,0,0,0,0,0,2
