Implementation smell,Namespace,Class,File,Method,Description
Long Statement,IOCompletionPort.Sample,IOCompletionWorker,C:\repos\dschenkelman_async-io-talk\src\IOCompletionPorts\IOCompletionPort.Sample\IOCompletionWorker.cs,Start,The length of the statement  "		var result = Interop.GetQueuedCompletionStatus (completionPort' out bytesRead' out completionKey' &nativeOverlapped' uint.MaxValue); " is 132.
Long Statement,IOCompletionPort.Sample,Program,C:\repos\dschenkelman_async-io-talk\src\IOCompletionPorts\IOCompletionPort.Sample\Program.cs,Main,The length of the statement  "	var fileHandle = Interop.CreateFile ("test.txt"' (uint)1 << 31' 0' IntPtr.Zero' 3' /*FILE_ATTRIBUTE_NORMAL | FILE_FLAG_OVERLAPPED */Flags' IntPtr.Zero); " is 152.
