Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Manufacturing.FacilityDataProcessor,EventHubProcessor,C:\repos\ytechie_Manufacturing.FacilityDataReceiver\EventHubProcessor.cs,CreateConsumerGroupIfNeeded,The length of the statement  "	var eventHubClient = EventHubClient.CreateFromConnectionString (_config.EventHubConnectionString' _config.EventHubRecieverPath); " is 128.
Long Statement,Manufacturing.FacilityDataProcessor,EventHubProcessor,C:\repos\ytechie_Manufacturing.FacilityDataReceiver\EventHubProcessor.cs,StartEventProcessor,The length of the statement  "	_eventProcessorHost = new EventProcessorHost (Environment.MachineName' _config.EventHubRecieverPath' consumerGroupName' _config.EventHubConnectionString' _config.EventHubStorageConnectionString); " is 195.
Long Statement,Manufacturing.FacilityDataProcessor,WorkerRole,C:\repos\ytechie_Manufacturing.FacilityDataReceiver\WorkerRole.cs,OnStart,The length of the statement  "	Bootstrapper.With.StructureMap ().And.ServiceLocator ().LookForTypesIn.ReferencedAssemblies ().Including.Assembly (Assembly.GetAssembly (typeof(FrameworkContainer))).Including.Assembly (Assembly.GetAssembly (typeof(DataCollectorContainer))).Including.Assembly (Assembly.GetAssembly (typeof(DataPusherContainer))).Including.Assembly (Assembly.GetAssembly (typeof(WorkerRole))).Start (); " is 385.
Long Statement,Manufacturing.FacilityDataProcessor.EventProcessors,DocDbEventProcessor,C:\repos\ytechie_Manufacturing.FacilityDataReceiver\EventProcessors\DocDbEventProcessor.cs,InitDocDbClient,The length of the statement  "		var dynamicDb = client.CreateDatabaseQuery ("select * from root r where r.id = '" + _cloudConfig.DocDbDatabaseName + "'").AsEnumerable ().FirstOrDefault (); " is 156.
