Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,CreateFolder,The length of the statement  "	var uri = new Uri (new Uri (DropboxRestApi.BaseUri)' String.Format ("fileops/create_folder?root={0}&path={1}"' root' UpperCaseUrlEncode (path))); " is 145.
Long Statement,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,Move,The length of the statement  "	var uri = new Uri (new Uri (DropboxRestApi.BaseUri)' String.Format ("fileops/move?root={0}&from_path={1}&to_path={2}"' root' UpperCaseUrlEncode (fromPath)' UpperCaseUrlEncode (toPath))); " is 186.
Long Statement,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,Delete,The length of the statement  "	var uri = new Uri (new Uri (DropboxRestApi.BaseUri)' String.Format ("fileops/delete?root={0}&path={1}"' root' UpperCaseUrlEncode (path))); " is 138.
Long Statement,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,DownloadFile,The length of the statement  "	var uri = new Uri (new Uri (DropboxRestApi.ApiContentServer)' String.Format ("files?root={0}&path={1}"' root' UpperCaseUrlEncode (path))); " is 138.
Long Statement,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,UploadFile,The length of the statement  "	var uri = new Uri (new Uri (DropboxRestApi.ApiContentServer)' String.Format ("files_put/{0}/{1}"' root' UpperCaseUrlEncode (path))); " is 132.
Magic Number,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,DownloadFile,The following statement contains a magic number: using (Stream responseStream = response.GetResponseStream ())  	using (MemoryStream memoryStream = new MemoryStream ()) {  		byte[] buffer = new byte[1024];  		int bytesRead;  		do {  			bytesRead = responseStream.Read (buffer' 0' buffer.Length);  			memoryStream.Write (buffer' 0' bytesRead);  		}  		while (bytesRead > 0);  		file.Data = memoryStream.ToArray ();  	}  
Magic Number,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,DownloadFile,The following statement contains a magic number: using (MemoryStream memoryStream = new MemoryStream ()) {  	byte[] buffer = new byte[1024];  	int bytesRead;  	do {  		bytesRead = responseStream.Read (buffer' 0' buffer.Length);  		memoryStream.Write (buffer' 0' bytesRead);  	}  	while (bytesRead > 0);  	file.Data = memoryStream.ToArray ();  }  
Magic Number,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,UpperCaseUrlEncode,The following statement contains a magic number: for (int i = 0; i < temp.Length - 2; i++) {  	if (temp [i] == '%') {  		temp [i + 1] = char.ToUpper (temp [i + 1]);  		temp [i + 2] = char.ToUpper (temp [i + 2]);  	}  }  
Magic Number,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,UpperCaseUrlEncode,The following statement contains a magic number: for (int i = 0; i < temp.Length - 2; i++) {  	if (temp [i] == '%') {  		temp [i + 1] = char.ToUpper (temp [i + 1]);  		temp [i + 2] = char.ToUpper (temp [i + 2]);  	}  }  
Magic Number,Dropbox.Api,DropboxApi,C:\repos\viktor90_Telerik-Academy-Teamworks\Web Services - Teamwork\Elderberry-Teamwork-master\DropboxAPI\Dropbox.Api\DropboxApi.cs,UpperCaseUrlEncode,The following statement contains a magic number: for (int i = 0; i < temp.Length - 2; i++) {  	if (temp [i] == '%') {  		temp [i + 1] = char.ToUpper (temp [i + 1]);  		temp [i + 2] = char.ToUpper (temp [i + 2]);  	}  }  
