Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Telerik.Less,LessCompiler,C:\repos\Sitefinity_Less\Telerik.Less\LessCompiler.cs,ExtractResources,Cyclomatic complexity of the method is 17
Long Statement,Telerik.Less,LessCompiler,C:\repos\Sitefinity_Less\Telerik.Less\LessCompiler.cs,ParseLess,The length of the statement  "			process.StartInfo.Arguments = "/c " + nodePath + Path.Combine (binPath + LessCompiler.ResFolder) + "\\bin\\lessc -x \"" + filePath + "\""; " is 138.
Long Statement,Telerik.Less,LessCompiler,C:\repos\Sitefinity_Less\Telerik.Less\LessCompiler.cs,ParseLess,The length of the statement  "			process.StartInfo.Arguments = "/c " + nodePath + Path.Combine (binPath + LessCompiler.ResFolder) + "\\bin\\lessc \"" + filePath + "\""; " is 135.
