Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Quartz,0,3,0,0,2,13,3,0,0,0,0,0
AMMediaType,9,0,0,9,0,14,0,0,0,0,0,11
AllocatorProperties,4,0,0,4,0,8,0,0,0,0,0,4
FilterState,0,0,0,0,0,6,0,0,0,0,0,4
PinDirection,0,0,0,0,0,5,0,0,0,0,0,2
AM_SEEKING_SeekingCapabilities,0,0,0,0,0,13,0,0,0,0,0,1
AM_SEEKING_SeekingFlags,0,0,0,0,0,13,0,0,0,0,0,1
AM_PIN_FLOW_CONTROL_BLOCK_FLAGS,0,0,0,0,0,6,0,0,0,0,0,0
AM_GRAPH_CONFIG_RECONNECT_FLAGS,0,0,0,0,0,7,0,0,0,0,0,0
AM_FILTER_FLAGS,0,0,0,0,0,5,0,0,0,0,0,0
REM_FILTER_FLAGS,0,0,0,0,0,5,0,0,0,0,0,0
FilterInfo,2,0,0,2,0,8,0,0,0,0,1,2
PinInfo,3,0,0,3,0,9,0,0,0,0,2,1
tagBITMAPINFOHEADER,11,0,0,11,0,15,0,0,0,0,0,2
tagBITMAPINFO,2,0,0,2,0,7,0,0,0,0,1,0
tagRGBQUAD,4,0,0,4,0,8,0,0,0,0,0,0
tagRECT,4,0,0,4,0,8,0,0,0,0,0,1
tagVIDEOINFOHEADER2,12,0,0,12,0,16,0,0,0,0,2,0
IFilterGraph,0,8,0,0,0,20,8,1,0,0,4,5
IGraphBuilder,0,15,0,0,0,34,15,0,1,0,4,2
IGraphConfig,0,10,0,0,0,24,10,0,0,0,6,0
IGraphConfigCallback,0,1,0,0,0,6,1,0,0,0,0,1
IGraphVersion,0,1,0,0,0,6,1,0,0,0,0,0
IPersist,0,1,0,0,0,6,1,2,0,0,0,0
IMediaFilter,0,7,0,0,0,18,7,2,1,0,2,0
IBaseFilter,0,12,0,0,0,28,12,1,2,0,6,6
IMediaSample,0,16,0,0,0,36,16,1,0,0,1,5
IMediaSample2,0,18,0,0,0,40,18,0,1,0,1,0
IMediaSample2Config,0,1,0,0,0,6,1,0,0,0,0,0
IMediaSeeking,0,17,0,0,0,38,17,0,0,0,2,0
IMemAllocator,0,6,0,0,0,16,6,1,0,0,2,1
IMemAllocatorCallbackTemp,0,8,0,0,0,20,8,0,1,0,3,0
IMemAllocatorNotifyCallbackTemp,0,1,0,0,0,6,1,0,0,0,0,1
IMemInputPin,0,6,0,0,0,16,6,0,0,0,3,0
IPin,0,15,0,0,0,34,15,0,0,0,4,6
IPinConnection,0,4,0,0,0,12,4,0,0,0,1,1
IPinFlowControl,0,1,0,0,0,6,1,0,0,0,0,0
IReferenceClock,0,4,0,0,0,12,4,1,0,0,0,3
IReferenceClock2,0,4,0,0,0,12,4,0,1,0,0,0
IReferenceClockTimerControl,0,2,0,0,0,8,2,0,0,0,0,0
IEnumFilters,0,4,0,0,0,12,4,0,0,0,1,3
IEnumPins,0,4,0,0,0,12,4,0,0,0,1,2
IEnumMediaTypes,0,4,0,0,0,12,4,0,0,0,1,1
IAMovieSetup,0,2,0,0,0,8,2,0,0,0,0,0
IBasicAudio,0,4,0,0,0,12,4,0,0,0,0,0
IBasicVideo,0,32,0,0,0,68,32,0,0,0,0,0
IMediaEvent,0,6,0,0,0,16,6,1,0,0,0,0
