Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Loggly,HttpMessageTransport,D:\research\architectureSmells\repos\karlseguin_loggly-csharp\source\Loggly\Transports\HttpTransports\HttpMessageTransport.cs,PostUsingHttpClient,The length of the statement  "                tags = string.Join("'"' messages.SelectMany(x => GetLegalTagUnion(x.CustomTags)).GroupBy(x => x).Where(x => x.Count() == messages.Count).Select(x => x.Key)); " is 157.
Magic Number,Loggly,SearchTransport,D:\research\architectureSmells\repos\karlseguin_loggly-csharp\source\Loggly\Transports\SearchTransport.cs,GetUrl,The following statement contains a magic number: var sb = new StringBuilder(100);
Magic Number,Loggly.Transports.Syslog,SyslogMessage,D:\research\architectureSmells\repos\karlseguin_loggly-csharp\source\Loggly\Transports\SyslogTransports\SyslogMessage.cs,GetMessageAsString,The following statement contains a magic number: int priority = (((int) Facility)*8) + ((int) Level);
Missing Default,Loggly,HttpMessageTransport,D:\research\architectureSmells\repos\karlseguin_loggly-csharp\source\Loggly\Transports\HttpTransports\HttpMessageTransport.cs,PostUsingHttpClient,The following switch statement is missing a default case: switch (type)              {                  case MessageType.Plain:                      postData = new StringContent(messageContent' Encoding.UTF8' "text/plain");                      break;                  case MessageType.Json:                      postData = new StringContent(messageContent' Encoding.UTF8' "application/json");                      break;              }
