Method,LOC,CC,PC
GadgetWindow:GadgetWindow,19,3,0
GadgetWindow:ShowDesktopChanged,8,2,1
GadgetWindow:MoveToBottom,3,1,1
GadgetWindow:MoveToTopMost,3,1,1
GadgetWindow:ShowContextMenu,3,1,1
GadgetWindow:WndProc,95,35,1
GadgetWindow:CreateBlendFunction,8,1,0
GadgetWindow:CreateBuffer,21,2,0
GadgetWindow:DisposeBuffer,4,1,0
GadgetWindow:Dispose,3,1,0
GadgetWindow:Redraw,14,2,0
HitTestEventArgs:HitTestEventArgs,4,1,2
Gadget:Gadget,6,1,2
Gadget:Dispose,3,1,0
Gadget:Redraw,3,1,0
Gadget:OnPaint,1,1,1
HardwareTypeImage:HardwareTypeImage,2,1,0
HardwareTypeImage:GetImage,42,31,1
HDDForm:HDDForm,8,1,0
HDDForm:addData,3,1,1
HDDForm:SelectRequestedHardDisk,6,1,1
HDDForm:TimerElapsed,4,1,2
HDDForm:dataGridView_CellContentClick,2,1,2
HDDForm:captionLabel_Click,2,1,2
HDDForm:cancelButton_Click,2,1,2
HDDForm:okButton_Click,4,1,2
HDDForm:bindingSource_CurrentChanged,2,1,2
HDDForm:descriptionLabel_Click,2,1,2
HDDForm:HDDForm_Load,12,2,2
HDDForm:HDDForm_Closing,3,1,2
HDDForm:hddComboBox_SelectedIndexChanged,9,1,2
NotifyIconAdv:NotifyIconAdv,11,2,0
NotifyIconAdv:Dispose,6,2,0
NotifyIconAdv:ShowBalloonTip,3,1,1
NotifyIconAdv:ShowBalloonTip,6,2,4
PlotPanel:PlotPanel,14,1,2
PlotPanel:SetCurrentSettings,8,2,0
PlotPanel:CreateMenu,69,3,28
PlotPanel:CreatePlotModel,54,5,0
PlotPanel:SetSensors,32,4,4
PlotPanel:UpdateAxesPosition,37,5,1
PlotPanel:InvalidatePlot,10,3,0
PortForm:PortForm,5,1,1
PortForm:portTextBox_TextChanged,2,1,2
PortForm:getLocalIP,22,6,0
PortForm:getLocalIPold,13,3,0
PortForm:portNumericUpDn_ValueChanged,6,1,2
PortForm:portOKButton_Click,6,1,2
PortForm:portCancelButton_Click,3,1,2
PortForm:PortForm_Load,4,1,2
PortForm:webServerLinkLabel_LinkClicked,7,2,2
RAMForm:RAMForm,8,1,0
RAMForm:addData,3,1,1
RAMForm:RAMForm_Load,18,3,2
RAMForm:TimerElapsed,4,1,2
RAMForm:DIMMComboBox_SelectedIndexChanged,10,1,2
RAMForm:okButton_Click,3,1,2
ReportForm:ReportForm,9,2,0
ReportForm:sendButton_Click,26,2,2
CrashForm:CrashForm,3,1,0
CrashForm:sendButton_Click,30,3,2
Node:RootTreeModel,9,2,0
Node:Node,2,1,0
Node:Node,5,1,1
ParameterForm:ParameterForm,3,1,0
ParameterForm:dataGridView_RowEnter,6,2,2
ParameterForm:dataGridView_CellValidating,7,2,2
ParameterForm:dataGridView_CellEndEdit,3,1,2
ParameterForm:okButton_Click,10,3,2
ParameterForm:dataGridView_CurrentCellDirtyStateChanged,5,2,2
SensorGadget:SensorGadget,166,32,23
SensorGadget:Dispose,31,3,0
SensorGadget:HardwareRemoved,8,5,1
SensorGadget:HardwareAdded,8,5,1
SensorGadget:SensorAdded,4,2,1
SensorGadget:SensorRemoved,4,2,1
SensorGadget:Contains,6,3,1
SensorGadget:Add,24,7,1
SensorGadget:Remove,3,1,1
SensorGadget:Remove,13,6,2
SensorGadget:SendHideShowCommand,4,2,0
SensorGadget:CreateFont,9,2,2
SensorGadget:SetFontSize,15,1,1
SensorGadget:Resize,3,1,0
SensorGadget:Resize,15,5,1
SensorGadget:DrawImageWidthBorder,12,1,8
SensorGadget:DrawBackground,35,7,1
SensorGadget:DrawProgress,4,1,6
SensorGadget:OnPaint,78,33,1
SensorNotifyIcon:SensorNotifyIcon,77,13,15
SensorNotifyIcon:Dispose,16,4,0
SensorNotifyIcon:GetString,32,11,0
SensorNotifyIcon:CreateTransparentIcon,27,5,0
SensorNotifyIcon:CreatePercentageIcon,18,2,0
SensorNotifyIcon:Update,63,43,0
ShowDesktop:ShowDesktop,11,1,0
ShowDesktop:StartTimer,3,1,0
ShowDesktop:StopTimer,3,1,0
ShowDesktop:GetDesktopWorkerWindow,21,4,0
ShowDesktop:OnTimer,19,4,1
SplitContainerAdv:SplitContainerAdv,8,1,0
SplitContainerAdv:OnPaint,8,2,1
SplitContainerAdv:OnKeyDown,11,4,1
SplitContainerAdv:OnMouseDown,11,2,1
SplitContainerAdv:OnMouseMove,25,7,1
SplitContainerAdv:OnMouseLeave,4,1,1
SplitContainerAdv:OnMouseUp,5,1,1
SystemTray:SystemTray,26,1,9
SystemTray:HardwareRemoved,8,5,1
SystemTray:HardwareAdded,8,5,1
SystemTray:SensorAdded,4,2,1
SystemTray:SensorRemoved,4,2,1
SystemTray:Dispose,5,3,0
SystemTray:Redraw,4,3,0
SystemTray:Contains,6,3,1
SystemTray:Add,10,2,2
SystemTray:Remove,3,1,1
SystemTray:Remove,15,6,2
SystemTray:SendHideShowCommand,4,2,0
SystemTray:SendExitCommand,4,2,0
SystemTray:UpdateMainIconVisibilty,8,2,0
StartupManager:IsAdministrator,10,2,0
StartupManager:StartupManager,57,14,0
StartupManager:CreateSchedulerTask,21,2,0
StartupManager:DeleteSchedulerTask,14,3,0
StartupManager:CreateRegistryRun,4,1,0
StartupManager:DeleteRegistryRun,4,1,0
TreeModel:TreeModel,4,1,0
TreeModel:GetPath,12,2,1
TreeModel:GetNode,10,2,1
TreeModel:GetChildren,11,5,1
TreeModel:IsLeaf,3,1,1
TreeModel:OnNodeChanged,11,3,3
TreeModel:OnStructureChanged,4,2,1
TreeModel:OnNodeInserted,10,2,3
TreeModel:OnNodeRemoved,10,2,3
TypeNode:TypeNode,51,44,1
TypeNode:TypeNode_NodeRemoved,4,1,1
TypeNode:TypeNode_NodeAdded,4,1,1
TypeNode:node_IsVisibleChanged,8,4,1
UnitManager:UnitManager,4,1,1
UnitManager:CelsiusToFahrenheit,3,1,1
UpdateVisitor:VisitComputer,3,1,1
UpdateVisitor:VisitHardware,5,3,1
UpdateVisitor:VisitSensor,2,1,1
UpdateVisitor:VisitParameter,2,1,1
UserOption:UserOption,11,2,4
UserOption:menuItem_Click,3,1,2
UserRadioGroup:UserRadioGroup,17,3,6
AboutBox:AboutBox,9,1,0
AboutBox:linkLabel_LinkClicked,7,2,2
HardwareNode:HardwareNode,12,5,3
HardwareNode:CPUType,4,1,0
HardwareNode:HDDType,4,1,0
HardwareNode:GpuNvidiaType,4,1,0
HardwareNode:GpuATIType,4,1,0
HardwareNode:RAMType,4,1,0
HardwareNode:SuperIOType,4,1,0
HardwareNode:TBalancerType,4,1,0
HardwareNode:HeatmasterType,4,1,0
HardwareNode:UpdateNode,14,6,1
HardwareNode:SensorRemoved,18,8,1
HardwareNode:InsertSorted,8,3,2
HardwareNode:SensorPlotSelectionChanged,4,2,2
HardwareNode:SensorAdded,9,5,1
MainForm:MainForm,240,9,30
MainForm:InitializePlotForm,89,1,12
MainForm:InsertSorted,6,3,2
MainForm:SubHardwareAdded,7,3,2
MainForm:HardwareAdded,4,1,1
MainForm:HardwareRemoved,13,4,1
MainForm:nodeTextBoxText_DrawText,14,4,2
MainForm:PlotSelectionChanged,17,4,2
MainForm:nodeTextBoxText_EditorShowing,3,1,2
MainForm:nodeCheckBox_IsVisibleValueNeeded,4,1,2
MainForm:exitClick,3,1,2
MainForm:timer_Tick,23,8,2
MainForm:SaveConfiguration,16,5,0
MainForm:MainForm_Load,17,4,2
MainForm:MainForm_FormClosed,10,2,2
MainForm:aboutMenuItem_Click,3,1,2
MainForm:treeView_Click,148,16,24
MainForm:saveReportMenuItem_Click,8,4,2
MainForm:SysTrayHideShow,5,2,0
MainForm:WndProc,24,4,1
MainForm:hideShowClick,3,1,2
MainForm:ShowParameterForm,6,1,1
MainForm:treeView_NodeMouseDoubleClick,6,2,2
MainForm:celsiusMenuItem_Click,5,1,2
MainForm:fahrenheitMenuItem_Click,5,1,2
MainForm:sumbitReportMenuItem_Click,5,1,2
MainForm:resetMinMaxMenuItem_Click,6,1,3
MainForm:MainForm_MoveOrResize,8,2,2
MainForm:resetClick,9,1,2
MainForm:treeView_MouseMove,5,2,2
MainForm:treeView_MouseDown,3,1,2
MainForm:treeView_MouseUp,3,1,2
MainForm:serverPortMenuItem_Click,3,1,2
MainForm:ShowHDDInfoMenuItem_Click,7,2,2
MainForm:menuItem4_Click,3,1,2
MainForm:runWebServerMenuItem_Click,8,2,2
SensorNode:ValueToString,12,2,1
SensorNode:SensorNode,43,33,3
SensorNode:Equals,8,1,1
SensorNode:GetHashCode,3,1,0
IActionCollection:GetEnumerator,1,1,0
IActionCollection:Create,1,1,1
IActionCollection:Remove,1,1,1
IActionCollection:Clear,1,1,0
IRegisteredTask:Run,1,1,1
IRegisteredTask:RunEx,1,1,4
IRegisteredTask:GetInstances,1,1,1
IRegisteredTask:GetSecurityDescriptor,1,1,1
IRegisteredTask:SetSecurityDescriptor,1,1,2
IRegisteredTask:Stop,1,1,1
IRegisteredTask:GetRunTimes,1,1,4
IRegisteredTaskCollection:GetEnumerator,1,1,0
IRunningTask:Stop,1,1,0
IRunningTask:Refresh,1,1,0
IRunningTaskCollection:GetEnumerator,1,1,0
ITaskFolder:GetFolder,1,1,1
ITaskFolder:GetFolders,1,1,1
ITaskFolder:CreateFolder,1,1,2
ITaskFolder:DeleteFolder,1,1,2
ITaskFolder:GetTask,1,1,1
ITaskFolder:GetTasks,1,1,1
ITaskFolder:DeleteTask,1,1,2
ITaskFolder:RegisterTask,1,1,7
ITaskFolder:RegisterTaskDefinition,1,1,7
ITaskFolder:GetSecurityDescriptor,1,1,1
ITaskFolder:SetSecurityDescriptor,1,1,2
ITaskFolderCollection:GetEnumerator,1,1,0
ITaskHandler:Start,1,1,2
ITaskHandler:Stop,1,1,1
ITaskHandler:Pause,1,1,0
ITaskHandler:Resume,1,1,0
ITaskHandlerStatus:UpdateStatus,1,1,2
ITaskHandlerStatus:TaskCompleted,1,1,1
ITaskNamedValueCollection:GetEnumerator,1,1,0
ITaskNamedValueCollection:Create,1,1,2
ITaskNamedValueCollection:Remove,1,1,1
ITaskNamedValueCollection:Clear,1,1,0
ITaskService:GetFolder,1,1,1
ITaskService:GetRunningTasks,1,1,1
ITaskService:NewTask,1,1,1
ITaskService:Connect,1,1,4
ITaskVariables:GetInput,1,1,0
ITaskVariables:SetOutput,1,1,1
ITaskVariables:GetContext,1,1,0
ITriggerCollection:GetEnumerator,1,1,0
ITriggerCollection:Create,1,1,1
ITriggerCollection:Remove,1,1,1
ITriggerCollection:Clear,1,1,0
TaskHandlerPSClass:Pause,1,1,0
TaskHandlerPSClass:Resume,1,1,0
TaskHandlerPSClass:Start,1,1,2
TaskHandlerPSClass:Stop,1,1,1
TaskHandlerStatusPSClass:GetContext,1,1,0
TaskHandlerStatusPSClass:GetInput,1,1,0
TaskHandlerStatusPSClass:SetOutput,1,1,1
TaskHandlerStatusPSClass:TaskCompleted,1,1,1
TaskHandlerStatusPSClass:UpdateStatus,1,1,2
TaskSchedulerClass:Connect,1,1,4
TaskSchedulerClass:GetFolder,1,1,1
TaskSchedulerClass:GetRunningTasks,1,1,1
TaskSchedulerClass:NewTask,1,1,1
Resources:Resources,2,1,0
HttpServer:HttpServer,13,2,2
HttpServer:StartHTTPListener,21,3,0
HttpServer:StopHTTPListener,19,5,0
HttpServer:HandleRequests,6,2,0
HttpServer:ListenerCallback,29,5,1
HttpServer:ServeResourceFile,33,8,3
HttpServer:ServeResourceImage,29,8,2
HttpServer:SendJSON,26,2,1
HttpServer:GenerateJSON,35,7,1
HttpServer:ReturnFile,13,5,2
HttpServer:GetcontentType,34,16,1
HttpServer:GetHardwareImageFile,24,10,1
HttpServer:GetTypeImageFile,24,10,1
HttpServer:Quit,6,1,0
Logger:Logger,5,1,1
Logger:HardwareRemoved,8,5,1
Logger:HardwareAdded,8,5,1
Logger:SensorAdded,8,3,1
Logger:SensorRemoved,8,3,1
Logger:GetFileName,3,1,1
Logger:OpenExistingLogFile,28,4,1
Logger:CreateNewLogFile,29,7,2
Logger:Log,31,10,0
EmbeddedResources:GetImage,18,5,1
EmbeddedResources:GetIcon,12,5,1
IconFactory:Create,16,2,4
PersistentSettings:Load,25,7,1
PersistentSettings:Save,15,2,1
PersistentSettings:Contains,3,1,1
PersistentSettings:SetValue,3,1,2
PersistentSettings:GetValue,7,1,2
PersistentSettings:Remove,3,1,1
PersistentSettings:SetValue,3,1,2
PersistentSettings:GetValue,13,1,2
PersistentSettings:SetValue,3,1,2
PersistentSettings:GetValue,13,1,2
PersistentSettings:SetValue,3,1,2
PersistentSettings:GetValue,9,2,2
PersistentSettings:SetValue,3,1,2
PersistentSettings:GetValue,13,1,2
Program:Main,21,4,2
Program:IsFileAvailable,8,2,1
Program:AllRequiredFilesAvailable,11,1,0
Program:ReportException,5,1,1
Program:Application_ThreadException,10,2,2
Program:CurrentDomain_UnhandledException,12,3,2
Hardware:Hardware,6,1,1
Hardware:Update,2,1,0
IWmiObject:Update,1,1,0
Sensor:Sensor,8,1,1
Sensor:Update,7,3,0
WmiProvider:WmiProvider,7,3,1
WmiProvider:Update,4,3,0
WmiProvider:ComputerHardwareAdded,17,7,1
WmiProvider:HardwareSensorAdded,9,2,1
WmiProvider:ComputerHardwareRemoved,9,5,1
WmiProvider:HardwareSensorRemoved,3,1,1
WmiProvider:Exists,3,1,2
WmiProvider:RevokeInstance,11,2,2
WmiProvider:Dispose,10,3,0
