Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,GiveCRM.Infrastructure,IHttpRequest,D:\research\architectureSmells\repos\GiveCampUK_GiveCRM\src\GiveCRM.Infrastructure\IHttpRequest.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Url
Unutilized Abstraction,GiveCRM.Infrastructure,TransactionScopeFactory,D:\research\architectureSmells\repos\GiveCampUK_GiveCRM\src\GiveCRM.Infrastructure\TransactionScopeFactory.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
