Namespace,Type,Method,LOC,CC,PC
Wox.Core.Plugin,ExecutablePlugin,ExecutablePlugin,10,1,1
Wox.Core.Plugin,ExecutablePlugin,ExecuteQuery,9,1,1
Wox.Core.Plugin,ExecutablePlugin,ExecuteCallback,4,1,1
Wox.Core.Plugin,ExecutablePlugin,ExecuteContextMenu,8,1,1
Wox.Core.Plugin,PluginsLoader,Plugins,7,1,2
Wox.Core.Plugin,PluginsLoader,CSharpPlugins,56,2,1
Wox.Core.Plugin,PluginsLoader,PythonPlugins,46,5,2
Wox.Core.Plugin,PluginsLoader,ExecutablePlugins,9,1,1
Wox.Core.Plugin,PluginInstaller,Install,73,9,1
Wox.Core.Plugin,PluginInstaller,GetMetadataFromJson,45,4,1
Wox.Core.Plugin,PluginInstaller,UnZip,40,9,3
Wox.Core.Plugin,JsonRPCPlugin,ExecuteQuery,0,1,1
Wox.Core.Plugin,JsonRPCPlugin,ExecuteCallback,0,1,1
Wox.Core.Plugin,JsonRPCPlugin,ExecuteContextMenu,0,1,1
Wox.Core.Plugin,JsonRPCPlugin,Query,12,1,1
Wox.Core.Plugin,JsonRPCPlugin,LoadContextMenus,12,1,1
Wox.Core.Plugin,JsonRPCPlugin,DeserializedResult,41,4,1
Wox.Core.Plugin,JsonRPCPlugin,ExecuteWoxAPI,18,2,2
Wox.Core.Plugin,JsonRPCPlugin,Execute,10,1,2
Wox.Core.Plugin,JsonRPCPlugin,Execute,51,5,1
Wox.Core.Plugin,JsonRPCPlugin,Init,3,1,1
Wox.Core.Plugin,JsonRPCRequestModel,ToString,14,2,0
Wox.Core.Plugin,JsonRPCRequestModel,GetParameterByType,18,5,1
Wox.Core.Plugin,JsonRPCRequestModel,ReplaceEscapes,5,1,1
Wox.Core.Plugin,JsonRPCServerRequestModel,ToString,4,1,0
Wox.Core.Plugin,JsonRPCClientRequestModel,ToString,4,1,0
Wox.Core.Plugin,PluginConfig,Parse,6,1,1
Wox.Core.Plugin,PluginConfig,ParsePluginConfigs,25,4,1
Wox.Core.Plugin,PluginConfig,GetPluginMetadata,35,4,1
Wox.Core.Plugin,PluginManager,ValidateUserDirectory,6,2,0
Wox.Core.Plugin,PluginManager,DeletePythonBinding,12,3,0
Wox.Core.Plugin,PluginManager,Save,7,2,0
Wox.Core.Plugin,PluginManager,PluginManager,5,1,0
Wox.Core.Plugin,PluginManager,LoadPlugins,6,1,1
Wox.Core.Plugin,PluginManager,InitializePlugins,31,4,1
Wox.Core.Plugin,PluginManager,InstallPlugin,3,1,1
Wox.Core.Plugin,PluginManager,QueryInit,27,3,1
Wox.Core.Plugin,PluginManager,ValidPluginsForQuery,11,2,1
Wox.Core.Plugin,PluginManager,QueryForPlugin,20,1,2
Wox.Core.Plugin,PluginManager,UpdatePluginMetadata,8,2,3
Wox.Core.Plugin,PluginManager,IsGlobalPlugin,3,1,1
Wox.Core.Plugin,PluginManager,GetPluginForId,3,1,1
Wox.Core.Plugin,PluginManager,GetPluginsForInterface,3,1,0
Wox.Core.Plugin,PluginManager,GetContextMenusForPlugin,28,3,1
Wox.Core.Plugin,PluginManager,ActionKeywordRegistered,11,2,1
Wox.Core.Plugin,PluginManager,AddActionKeyword,12,2,2
Wox.Core.Plugin,PluginManager,RemoveActionKeyword,12,2,2
Wox.Core.Plugin,PluginManager,ReplaceActionKeyword,7,2,3
Wox.Core.Plugin,PythonPlugin,PythonPlugin,13,1,1
Wox.Core.Plugin,PythonPlugin,ExecuteQuery,12,1,1
Wox.Core.Plugin,PythonPlugin,ExecuteCallback,5,1,1
Wox.Core.Plugin,PythonPlugin,ExecuteContextMenu,9,1,1
Wox.Core,Updater,UpdateApp,49,2,0
Wox.Core,Updater,GitHubUpdateManager,13,1,1
Wox.Core,Updater,NewVersinoTips,5,1,1
Wox.Core.Resource,AvailableLanguages,GetAvailableLanguages,23,1,0
Wox.Core.Resource,Internationalization,Internationalization,7,1,0
Wox.Core.Resource,Internationalization,AddWoxLanguageDirectory,4,1,0
Wox.Core.Resource,Internationalization,AddPluginLanguageDirectories,16,3,0
Wox.Core.Resource,Internationalization,LoadDefaultLanguage,4,1,0
Wox.Core.Resource,Internationalization,ChangeLanguage,5,1,1
Wox.Core.Resource,Internationalization,GetLanguageByLanguageCode,13,2,1
Wox.Core.Resource,Internationalization,ChangeLanguage,10,2,1
Wox.Core.Resource,Internationalization,RemoveOldLanguageFiles,7,2,0
Wox.Core.Resource,Internationalization,LoadLanguage,20,3,1
Wox.Core.Resource,Internationalization,LoadAvailableLanguages,3,1,0
Wox.Core.Resource,Internationalization,GetTranslation,12,2,1
Wox.Core.Resource,Internationalization,UpdatePluginMetadataTranslations,16,3,0
Wox.Core.Resource,Internationalization,LanguageFile,28,4,2
Wox.Core.Resource,Language,Language,4,1,2
Wox.Core.Resource,FontHelper,GetFontWeightFromInvariantStringOrNormal,10,2,1
Wox.Core.Resource,FontHelper,GetFontStyleFromInvariantStringOrNormal,11,2,1
Wox.Core.Resource,FontHelper,GetFontStretchFromInvariantStringOrNormal,11,2,1
Wox.Core.Resource,FontHelper,ChooseRegularFamilyTypeface,8,1,1
Wox.Core.Resource,FontHelper,ConvertFromInvariantStringsOrNormal,7,1,4
Wox.Core.Resource,Theme,Theme,17,1,0
Wox.Core.Resource,Theme,MakesureThemeDirectoriesExist,16,3,0
Wox.Core.Resource,Theme,ChangeTheme,41,3,1
Wox.Core.Resource,Theme,GetResourceDictionary,29,3,0
Wox.Core.Resource,Theme,LoadAvailableThemes,11,2,0
Wox.Core.Resource,Theme,GetThemePath,11,3,1
Wox.Core.Resource,Theme,SetWindowCompositionAttribute,0,1,2
Wox.Core.Resource,Theme,SetBlurForWindow,24,4,0
Wox.Core.Resource,Theme,SetWindowAccent,15,1,2
