Namespace,Type,Method,LOC,CC,PC
Wox.Plugin.PluginIndicator,Main,Query,20,1,1
Wox.Plugin.PluginIndicator,Main,Init,3,1,1
Wox.Plugin.PluginIndicator,Main,GetTranslatedPluginTitle,3,1,0
Wox.Plugin.PluginIndicator,Main,GetTranslatedPluginDescription,3,1,0
