Namespace,Type,Method,LOC,CC,PC
BenchmarkIt,Against,Against,3,1,1
BenchmarkIt,Against,This,4,1,2
BenchmarkIt,Benchmark,Benchmark,6,1,2
BenchmarkIt,Benchmark,This,3,1,2
BenchmarkIt,Benchmark,For,4,1,1
BenchmarkIt,Benchmark,WithWarmup,8,2,1
BenchmarkIt,Benchmark,Run,13,4,0
BenchmarkIt,Benchmark,Add,3,1,2
BenchmarkIt,Benchmark,RunIterations,40,4,0
BenchmarkIt,Benchmark,RunForTime,41,4,1
BenchmarkIt,ActionPair,ActionPair,4,1,2
BenchmarkIt,Result,Result,4,1,2
BenchmarkIt,Result,PrintStats,20,1,0
BenchmarkIt,Result,Compare,5,1,1
BenchmarkIt,Result,PrintComparison,10,2,1
BenchmarkIt,Result,PrintComparisonTime,49,8,1
BenchmarkIt,Result,PrintComparisonIterations,52,9,1
BenchmarkIt,Constraint,Constraint,3,1,1
BenchmarkIt,Constraint,Iterations,4,1,0
BenchmarkIt,Constraint,Seconds,4,1,0
BenchmarkIt,Constraint,Minutes,4,1,0
BenchmarkIt,Constraint,Hours,4,1,0
BenchmarkIt,ResultColumn,ResultColumn,4,1,2
BenchmarkIt,ResultExtensions,PrintComparison,3,1,1
