Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Cinephile.Core.Infrastructure.HttpTools,HttpLoggingHandler,C:\repos\reactiveui_ReactiveUI\samples\xamarin-forms\Cinephile.Core\Infrastructure\HttpTools\HttpLoggingHandler.cs,SendAsync,Cyclomatic complexity of the method is 9
Long Statement,Cinephile.Core.Infrastructure.HttpTools,HttpLoggingHandler,C:\repos\reactiveui_ReactiveUI\samples\xamarin-forms\Cinephile.Core\Infrastructure\HttpTools\HttpLoggingHandler.cs,SendAsync,The length of the statement  "			if (req.Content is StringContent || this.IsTextBasedContentType(req.Headers) || this.IsTextBasedContentType(req.Content.Headers))" is 129.
Long Statement,Cinephile.Core.Infrastructure.HttpTools,HttpLoggingHandler,C:\repos\reactiveui_ReactiveUI\samples\xamarin-forms\Cinephile.Core\Infrastructure\HttpTools\HttpLoggingHandler.cs,SendAsync,The length of the statement  "			if (resp.Content is StringContent || this.IsTextBasedContentType(resp.Headers) || this.IsTextBasedContentType(resp.Content.Headers))" is 132.
