Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Brahman.Runner.CS,HDReader,F:\newReposMay17\gsvgit_Brahma.FSharp\Brahman\OpenCL\Brahman.Runner.CS\Runner.cs,Read,The length of the statement  "	return new MatcherCS.ReadingResult (buf' /*If buffer do not contains new data for processing then 'true' else 'false'*/false); " is 126.
