Architecture smell,Project,Namespace,Cause
Unstable Dependency,Whois.Net35,Whois,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Whois.Visitors' Whois.Servers
Feature Concentration,Whois.Net35,Whois,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Contact' WhoisRecord' WhoisRedirect' IWhoisLookup' WhoisLookup]' [EmbeddedPatternReader]. LCC (Lack of Component Cohesion) = 0.33
