Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ShippingCostCalculator,ShippingStrategy,C:\repos\garymcleanhall_AdaptiveCode\Chapter7\ch7-code-contracts-invariants\Ch7-Contracts\ShippingCostCalculator\ShippingStrategy.cs,CalculateShippingCost,The length of the statement  "		throw new ArgumentOutOfRangeException ("packageDimensionsInInches"' "Package dimensions must be positive and non-zero"); " is 120.
Long Statement,ShippingCostCalculator,WorldWideShippingStrategy,C:\repos\garymcleanhall_AdaptiveCode\Chapter7\ch7-code-contracts-invariants\Ch7-Contracts\ShippingCostCalculator\WorldWideShippingStrategy.cs,CalculateShippingCost,The length of the statement  "		throw new ArgumentOutOfRangeException ("packageDimensionsInInches"' "Package dimensions must be positive and non-zero"); " is 120.
