Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Assert,0,6,0,0,6,67,10,0,0,0,0,14
CommandLineParser,4,5,3,0,3,156,17,0,0,0,0,0
RandomHelper,1,5,0,0,4,30,6,0,0,0,0,0
XmlCollectionAttribute,3,1,3,0,1,37,1,0,0,1,0,1
XmlElementBase,0,4,0,0,4,42,4,0,0,0,1,0
XmlRequiredAttribute,3,3,3,0,3,43,3,0,0,1,0,1
XmlHasChildElementsAttribute,1,2,1,0,2,21,2,0,0,1,0,1
XmlAttributeNameAttribute,1,1,1,0,1,17,1,0,0,1,0,1
EqualityExclusionAttribute,0,0,0,0,0,3,0,0,0,0,0,1
ObjectRegistry,1,6,1,0,5,52,9,0,0,0,0,0
ThreadStartDelegateWrapper,2,2,0,0,2,25,2,0,0,1,0,1
ModifierKeys,0,0,0,0,0,9,0,0,0,0,0,1
Library,0,17,0,0,17,289,35,0,0,0,1,3
LogManager,5,2,2,0,2,82,8,0,0,0,0,1
InputManager,18,18,0,0,13,453,49,0,0,0.95,3,0
Node,3,8,4,0,7,158,18,0,0,1,1,1
NodeCollection,2,7,2,0,6,103,9,0,0,1,2,1
ProgressIndicator,1,5,0,0,5,104,8,0,0,1,0,0
ServiceContainer,1,5,0,0,5,52,5,0,0,1,0,0
ServiceManager,1,7,0,1,7,79,13,0,0,0,0,0
SubArray,2,4,1,0,3,69,5,0,0,1,0,0
XmlIgnoreAttribute,0,0,0,0,0,3,0,0,0,0,0,1
XmlElementNameAttribute,1,1,1,0,1,17,1,0,0,1,0,1
XmlHelper,1,12,0,0,9,425,97,0,0,0,6,1
MySqlDataProvider,8,19,6,0,17,313,36,0,0,1,0,0
RecordUtility,0,2,0,0,1,59,11,0,0,0,1,0
SqlDataProvider,8,20,6,1,20,367,45,0,0,1,0,0
Matrix,2,25,5,1,13,654,94,0,0,1,0,0
Vector2,3,13,0,3,13,216,15,0,0,1,1,0
TcpConnectedEventArgs,1,1,1,0,1,23,1,0,0,1,1,1
TcpConnection,10,6,6,1,6,144,10,0,0,1,0,5
TcpDataReceivedEventArgs,2,1,2,0,1,33,1,0,0,1,1,2
TcpDataSentEventArgs,2,1,2,0,1,34,1,0,0,1,1,1
TcpServer,16,21,7,1,12,528,31,0,0,1,7,1
TransmissionType,0,0,0,0,0,22,0,0,0,0,0,2
TransportType,0,0,0,0,0,14,0,0,0,0,0,1
UdpDataReceivedEventArgs,2,1,2,0,1,34,1,0,0,1,0,2
UdpState,2,1,2,0,1,40,1,0,0,1,0,1
UdpServer,9,8,5,0,6,278,36,0,0,1,4,1
FrameReceivedEventArgs,1,1,1,0,1,24,1,0,0,1,1,1
WebCamCapture,12,12,5,0,7,312,30,0,0,1,2,1
WebCamService,6,5,0,0,3,95,8,0,0,1,3,0
PointF,1,1,0,1,1,21,1,0,0,0,0,7
Point,1,1,0,1,1,21,1,0,0,0,0,6
Point3F,1,1,0,1,1,21,1,0,0,0,0,1
Point3,1,1,0,1,1,21,1,0,0,0,0,1
WiimoteState,15,1,0,15,1,89,1,0,0,0.93,12,2
LEDState,1,0,0,1,0,13,0,0,0,0,0,1
NunchukCalibrationInfo,3,0,0,3,0,22,0,0,0,0,1,1
ClassicControllerCalibrationInfo,6,0,0,6,0,38,0,0,0,0,0,1
NunchukState,5,0,0,5,0,33,0,0,0,0,4,1
ClassicControllerButtonState,2,0,0,2,0,18,0,0,0,0,0,1
ClassicControllerState,8,0,0,8,0,48,0,0,0,0,4,1
GuitarState,8,0,0,8,0,48,0,0,0,0,5,1
GuitarFretButtonState,1,0,0,1,0,13,0,0,0,0,0,1
GuitarButtonState,2,0,0,2,0,18,0,0,0,0,0,1
DrumsState,5,0,0,5,0,28,0,0,0,0,2,1
BalanceBoardState,7,0,0,7,0,43,0,0,0,0,4,1
BalanceBoardCalibrationInfo,3,0,0,3,0,23,0,0,0,0,1,1
BalanceBoardSensors,4,0,0,4,0,28,0,0,0,0,0,2
BalanceBoardSensorsF,4,0,0,4,0,28,0,0,0,0,0,1
IRSensor,4,1,0,4,1,36,1,0,0,0.25,2,2
IRState,4,0,0,4,0,28,0,0,0,0,4,1
AccelState,2,0,0,2,0,19,0,0,0,0,2,2
AccelCalibrationInfo,2,0,0,2,0,18,0,0,0,0,0,2
ButtonState,1,0,0,1,0,13,0,0,0,0,0,1
ExtensionType,0,0,0,0,0,35,0,0,0,0,0,3
IRMode,0,0,0,0,0,26,0,0,0,0,0,2
InputReport,0,0,0,0,0,42,0,0,0,0,0,1
IRSensitivity,0,0,0,0,0,30,0,0,0,0,0,1
GuitarType,0,0,0,0,0,14,0,0,0,0,0,2
WiimoteExtensionChangedEventArgs,2,1,0,2,1,24,1,0,0,0,1,1
WiimoteChangedEventArgs,1,1,0,1,1,18,1,0,0,0,1,1
HIDImports,5,10,0,5,9,98,10,0,0,1,0,1
PlayerIndex,0,0,0,0,0,22,0,0,0,0,0,0
Buttons,0,0,0,0,0,50,0,0,0,0,0,0
Wiimote,28,36,4,0,13,1121,375,0,0,0.93,12,1
WiimoteNotFoundException,0,4,0,0,3,36,4,0,0,0,0,1
WiimoteException,0,4,0,0,3,36,4,0,0,0,0,1
WiimoteCollection,0,2,0,0,1,18,2,0,0,0,1,1
