Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
EnumChannelStatus,0,0,0,0,0,23,0,0,0,0,0,2
EnumChannelParent,0,0,0,0,0,7,0,0,0,0,0,1
EnumChannelQueryKey,0,0,0,0,0,7,0,0,0,0,0,2
EnumMongodbCollection,0,0,0,0,0,7,0,0,0,0,0,2
ChannelModel,0,0,10,0,0,62,0,0,0,0,0,2
MediaModel,0,0,13,0,0,71,0,0,0,0,0,2
ImageContent,0,0,3,0,0,20,0,0,0,0,0,1
VideoContent,0,0,4,0,0,25,0,0,0,0,0,1
MediaType,0,0,2,0,0,16,0,0,0,0,0,0
ChannelCommon,0,4,0,0,3,159,13,0,0,0,7,1
MongoBase,1,2,0,0,1,15,2,0,0,0,2,1
ChannelDal,1,5,0,0,5,98,19,0,0,0,3,1
