Method,LOC,CC,PC
OrdinaryDictionarySerializer:OrdinaryDictionarySerializer,2,1,1
OrdinaryDictionarySerializer:PackToCore,10,2,2
OrdinaryDictionarySerializer:UnpackTo,33,5,3
OrdinaryDictionarySerializer:UnpackTo,28,4,3
OrdinaryDictionarySerializer:UnpackTo,8,2,2
OrdinaryDictionarySerializer:UnpackFromCore,5,1,1
OrdinaryDictionarySerializer:UnpackTo,6,2,2
FluentdEmitter:Emit,7,1,3
FluentdEmitter:FluentdEmitter,5,1,1
Fluentd:InitializeTarget,3,1,0
Fluentd:InitializeClient,9,1,0
Fluentd:EnsureConnected,19,2,0
Fluentd:ConnectClient,5,1,0
Fluentd:Cleanup,12,3,0
Fluentd:Dispose,4,1,1
Fluentd:CloseTarget,4,1,0
Fluentd:Write,38,4,1
Fluentd:Fluentd,12,1,0
