Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Xemio.GameLibrary.Network.Pipes,NamedPipeClientProtocol,D:\research\architectureSmells\repos\XemioNetwork_GameLibrary\Contrib\Network\Xemio.GameLibrary.Network.Pipes\NamedPipeClientProtocol.cs,Close,The length of the statement  "                throw new InvalidOperationException("The pipe client is not connected to a server. Make sure to call Open before closing the protocol."); " is 137.
Magic Number,Xemio.GameLibrary.Network.Pipes,NamedPipeServerConnection,D:\research\architectureSmells\repos\XemioNetwork_GameLibrary\Contrib\Network\Xemio.GameLibrary.Network.Pipes\NamedPipeServerConnection.cs,NamedPipeServerConnection,The following statement contains a magic number: this._stream = new NamedPipeServerStream(name' PipeDirection.InOut' 32);
