Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Xemio.GameLibrary.Sound.WPF,WPFSound,D:\research\architectureSmells\repos\XemioNetwork_GameLibrary\Contrib\Sound\Xemio.GameLibrary.Sound.WPF\WPFSound.cs,WPFSound,The following statement contains a magic number: invoker.Invoke(() =>              {                  //Safely create the media player inside the main thread to prevent                  //invoker exceptions using the play method.                    this.MediaPlayer = new MediaPlayer();                  this.MediaPlayer.Volume = 0.8f;                  this.MediaPlayer.Open(new Uri(builder.ToString()));                  this.MediaPlayer.Stop();                    while (this.MediaPlayer.IsBuffering);              });
