Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,Fortis.Search,SolrDocumentTypeMapper,C:\repos\Fortis-Collection_fortis\src\Fortis.Search.Solr\SolrDocumentTypeMapper.cs,MapToType,The conditional expression  "document.ContainsKey(Templates.Fields.Group) &&  				document.ContainsKey(Templates.Fields.TemplateName) &&  				Guid.TryParse(document[Templates.Fields.Group].ToString()' out itemId) &&  				Guid.TryParse(document[Templates.Fields.TemplateName].ToString()' out templateId)"  is complex.
