Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Resources,2,1,3,0,0,54,1,0,0,0,0,0
VncClippedDesktopPolicy,0,6,2,0,6,82,14,0,1,-1,1,0
VncConnection,0,3,5,0,2,86,15,0,2,-1,0,1
VncConnectionForm,2,6,1,0,2,118,9,0,2,0.67,2,0
VncDesignModeDesktopPolicy,0,6,2,0,6,50,8,0,1,-1,1,0
VncDesktop,9,42,6,1,16,847,206,0,0,0.12,1,5
VncDesktopTransformPolicy,2,6,2,0,6,23,6,3,0,1,1,1
VncOptionsForm,23,6,3,0,1,426,10,0,1,0.33,3,0
VncProtocol,0,0,3,0,0,30,0,0,2,-1,0,0
VncScaledDesktopPolicy,0,11,2,0,6,73,12,0,1,-1,1,0
