Implementation smell,Namespace,Class,File,Method,Description
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetAllProfiles,The following statement contains a magic number: return new List<Profile> {  	new Profile {  		RecordId = 1'  		ProfileName = "Profile 1"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 2'  		ProfileName = "Profile 2"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 3'  		ProfileName = "Profile 3"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 4'  		ProfileName = "Profile 4"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetAllProfiles,The following statement contains a magic number: return new List<Profile> {  	new Profile {  		RecordId = 1'  		ProfileName = "Profile 1"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 2'  		ProfileName = "Profile 2"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 3'  		ProfileName = "Profile 3"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 4'  		ProfileName = "Profile 4"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetAllProfiles,The following statement contains a magic number: return new List<Profile> {  	new Profile {  		RecordId = 1'  		ProfileName = "Profile 1"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 2'  		ProfileName = "Profile 2"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 3'  		ProfileName = "Profile 3"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}'  	new Profile {  		RecordId = 4'  		ProfileName = "Profile 4"'  		Description = "Test profile used during development"'  		DateCreated = DateTime.Now  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetHostListForProfileId,The following statement contains a magic number: return new List<HostEntry> {  	new HostEntry {  		RecordId = 1'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 2'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 3'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 4'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 5'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 6'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 7'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetHostListForProfileId,The following statement contains a magic number: return new List<HostEntry> {  	new HostEntry {  		RecordId = 1'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 2'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 3'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 4'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 5'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 6'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 7'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetHostListForProfileId,The following statement contains a magic number: return new List<HostEntry> {  	new HostEntry {  		RecordId = 1'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 2'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 3'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 4'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 5'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 6'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 7'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetHostListForProfileId,The following statement contains a magic number: return new List<HostEntry> {  	new HostEntry {  		RecordId = 1'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 2'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 3'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 4'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 5'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 6'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 7'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetHostListForProfileId,The following statement contains a magic number: return new List<HostEntry> {  	new HostEntry {  		RecordId = 1'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 2'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 3'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 4'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 5'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 6'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 7'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}  };  
Magic Number,HostLists,HostLists,C:\repos\shawty_hostman\HostLists\HostLists.cs,GetHostListForProfileId,The following statement contains a magic number: return new List<HostEntry> {  	new HostEntry {  		RecordId = 1'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 2'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 3'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 4'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 5'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 6'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}'  	new HostEntry {  		RecordId = 7'  		IpAddress = "1.2.3.4"'  		DomainName = "some.other_site.com"'  		ProfileId = profileId'  		IsActive = true  	}  };  
