Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BSBTAC.CreateSearch,CreateSearch,C:\repos\rkjaswal_BSBTAC\BSBTAC.CreateSearch\CreateSearch.cs,OnStart,The length of the statement  "		string text = i + "'Title" + i + "'Forename" + i + "'Surname" + i + "'Othername" + i + "'" + DateTime.Now + "'buildingno" + i + "'buildingname" + i + "'locality" + i + "'sublocality" + i + "'Posttown" + i + "'Postcode" + i; " is 223.
Magic Number,BSBTAC.CreateSearch,CreateSearch,C:\repos\rkjaswal_BSBTAC\BSBTAC.CreateSearch\CreateSearch.cs,OnStart,The following statement contains a magic number: for (int i = 1; i <= 10000; i++) {  	string text = i + "'Title" + i + "'Forename" + i + "'Surname" + i + "'Othername" + i + "'" + DateTime.Now + "'buildingno" + i + "'buildingname" + i + "'locality" + i + "'sublocality" + i + "'Posttown" + i + "'Postcode" + i;  	using (System.IO.StreamWriter file = new System.IO.StreamWriter (@"C:\_Workspace\Data_10000.txt"' true)) {  		file.WriteLine (text);  	}  }  
