Method,LOC,CC,PC
DynamicInstanceComparisonException:DynamicInstanceComparisonException,3,1,1
DynamicInstanceFromTableException:DynamicInstanceFromTableException,2,1,1
DynamicSetComparisonException:DynamicSetComparisonException,2,1,1
DynamicSetComparisonException:DynamicSetComparisonException,3,1,2
DynamicTableHelpers:CreateDynamicInstance,10,3,2
DynamicTableHelpers:CreateDynamicSet,4,1,2
DynamicTableHelpers:CompareToDynamicInstance,6,2,3
DynamicTableHelpers:CompareToDynamicSet,12,3,3
DynamicTableHelpers:GetSetValueDifferences,16,4,3
DynamicTableHelpers:GetRowValue,12,3,5
DynamicTableHelpers:AssertValuesOfRowDifference,5,2,3
DynamicTableHelpers:GetPropertyDifferences,5,1,3
DynamicTableHelpers:AssertEqualNumberOfRows,6,2,2
DynamicTableHelpers:ValidateValuesOfRow,13,3,3
DynamicTableHelpers:GetPropertyNameDifferences,8,1,2
DynamicTableHelpers:CreateHorizontalTable,6,1,1
DynamicTableHelpers:CreateDynamicInstance,10,2,2
DynamicTableHelpers:CreateTypedValue,22,3,2
DynamicTableHelpers:CreatePropertyName,9,1,1
DynamicTableHelpers:FixCasing,12,3,1
DynamicTableHelpers:RemoveReservedChars,5,1,1
DynamicStepArgumentTransformations:TransformToEnumerable,3,1,1
DynamicStepArgumentTransformations:TransformToList,3,1,1
DynamicStepArgumentTransformations:TransformToDynamicInstance,3,1,1
