Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Koans,OrderController,D:\research\architectureSmells\repos\WebApiContrib_WebApiKoans\Koans\AboutOData.cs,Get,The length of the statement  "                HttpResponseMessage response = Request.CreateErrorResponse(HttpStatusCode.BadRequest' "Invalid value for $top query parameter"); " is 128.
Empty Catch Block,Koans,WebApiKoans,D:\research\architectureSmells\repos\WebApiContrib_WebApiKoans\Koans\GlobalConfiguration.cs,Dispose,The method has an empty catch block.
Magic Number,Koans,OrderController,D:\research\architectureSmells\repos\WebApiContrib_WebApiKoans\Koans\AboutOData.cs,ValidateTopQueryOption,The following statement contains a magic number: return topValue < 10;
