Method,LOC,CC,PC
AttachmentMetadataDictionary:AttachmentMetadataDictionary,1,1,0
AttachmentMetadataDictionary:AttachmentMetadataDictionary,1,1,1
Attachment:Attachment,20,3,2
Attachment:Attachment,6,1,3
Attachment:InstallAttachmentBodies,38,5,2
Attachment:BlobStoreWriterForBody,6,1,2
Attachment:Dispose,7,2,0
Bootstrap:Run,11,1,0
Database:Database,17,2,0
Database:Database,15,1,4
Database:GetDocumentCount,7,2,0
Database:GetLastSequenceNumber,7,2,0
Database:GetTotalDataSize,10,2,0
Database:GetMaxRevTreeDepth,3,1,0
Database:SetMaxRevTreeDepth,18,5,1
Database:Compact,17,2,0
Database:Delete,8,2,0
Database:GetDocument,3,1,1
Database:GetExistingDocument,3,1,1
Database:CreateDocument,3,1,0
Database:GetExistingLocalDocument,8,2,1
Database:PutLocalDocument,13,3,2
Database:DeleteLocalDocument,3,1,1
Database:CreateAllDocumentsQuery,7,2,0
Database:GetView,14,4,1
Database:GetExistingView,15,4,1
Database:GetValidation,11,3,1
Database:SetValidation,7,2,2
Database:GetFilter,40,11,2
Database:SetFilter,7,2,2
Database:RunAsync,3,1,1
Database:RunInTransaction,7,2,1
Database:CreatePushReplication,16,2,1
Database:CreatePullReplication,16,2,1
Database:Close,38,5,0
Database:ToString,3,1,0
Database:ChangeEncryptionKey,10,2,1
Database:RegisterStorageEngine,8,2,2
Database:CreateUpgrader,6,1,2
Database:GetSequence,10,3,1
Database:GetLocalCheckpointDocValue,7,2,1
Database:PutLocalCheckpointDoc,8,2,2
Database:SetLocalCheckpointDoc,3,1,1
Database:GetLocalCheckpointDoc,3,1,0
Database:AttachmentWriterForAttachment,7,2,1
Database:StripDocumentJSON,15,3,1
Database:UnpushedRevisionsSince,6,1,3
Database:GetDesignDocFunction,23,5,3
Database:RegisterAttachmentBodies,42,1,2
Database:ForceInsert,37,8,3
Database:AddReplication,5,1,1
Database:ForgetReplication,12,1,1
Database:AddActiveReplication,29,3,1
Database:Exists,3,1,0
Database:MakeLocalDocumentId,3,1,1
Database:SetLastSequence,11,3,2
Database:LastSequenceWithCheckpointId,6,2,1
Database:QueryViewNamed,29,5,4
Database:ChangesSince,7,2,4
Database:ChangesSinceStreaming,7,2,4
Database:RunFilter,7,2,3
Database:GetAllDocs,45,9,1
Database:Quote,3,1,1
Database:RegisterView,10,3,1
Database:MakeAnonymousView,10,3,0
Database:GetAllViews,5,1,0
Database:ForgetView,6,1,1
Database:ForgetDesignDocument,10,4,1
Database:SlowQuery,3,1,1
Database:RemoveDocumentFromCache,3,1,1
Database:PrivateUUID,3,1,0
Database:PublicUUID,3,1,0
Database:ReplaceUUIDs,10,3,2
Database:RememberAttachmentWriter,3,1,2
Database:RememberAttachmentWritersForDigests,3,1,1
Database:GetDocument,3,1,4
Database:ParseCouchDBRevisionHistory,3,1,1
Database:PutDocument,28,6,5
Database:PutRevision,3,1,3
Database:PutRevision,3,1,4
Database:PostChangeNotifications,53,6,0
Database:InstallAttachment,23,3,1
