Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ServiceErrorEventArgs,2,1,0,2,0,10,1,0,0,0,1,0
BrowseService,6,10,1,0,7,190,44,0,2,0,10,2
Native,1,16,0,0,16,54,16,0,0,0,4,5
RegisterService,7,12,1,0,7,167,22,0,2,0,7,0
Service,10,4,12,0,2,118,5,2,1,1,3,0
ServiceBrowseEventArgs,1,1,1,0,1,13,1,0,0,0,1,1
ServiceBrowser,11,15,0,0,9,212,28,0,1,0,9,0
ServiceClass,0,0,0,0,0,4,0,0,0,-1,0,2
ServiceError,0,0,0,0,0,26,0,0,0,-1,0,7
ServiceErrorException,0,2,0,0,0,10,2,0,0,-1,1,0
ServiceFlags,0,0,0,0,0,49,0,0,0,-1,0,5
ServiceParams,0,1,1,0,0,11,1,0,0,-1,0,1
ServiceRef,3,8,2,1,8,89,15,0,0,0.5,3,4
ServiceType,0,0,0,0,0,51,0,0,0,-1,0,2
TxtRecord,5,10,4,0,10,132,23,0,1,0.5,6,2
TxtRecordEnumerator,3,3,1,0,3,28,4,0,0,0,2,1
