Method,LOC,CC,PC
easyGate:OnChangeBusy,8,2,1
easyGate:ResetError,7,1,0
easyGate:easyGate,17,1,0
easyGate:LoadIcao2Iata,10,3,0
easyGate:OnLookForServer,7,1,1
easyGate:Reset,21,3,0
easyGate:InitGunnabo,22,3,0
easyGate:GateObj_onError,4,1,1
easyGate:InitSerialBarcodeReader,37,2,0
easyGate:reader_OnMessageReceived,96,12,2
easyGate:OpenGate,15,2,0
easyGate:BlockPassage,44,8,1
easyGate:OnBlockTimer,27,3,1
easyGate:easyGate_DoubleClick,3,1,2
easyGate:easyGate_FormClosed,5,1,2
easyGate:panelErrorBarcodeReader_Click,6,2,2
easyGate:panelErrorGunnabo_Click,7,2,2
easyGate:panelClose_Click,4,1,2
easyGate:panelReset_Click,4,1,2
Program:Main,5,1,0
Resources:Resources,2,1,0
