Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,PollingTimerHandler,The length of the statement  "		Uri ftpUri = new Uri (AggiornaStatoVoli.Properties.Settings.Default.FtpServerUri + @"/" + AggiornaStatoVoli.Properties.Settings.Default.FtpFolder + @"/" + AggiornaStatoVoli.Properties.Settings.Default.InfoVoliFileName); " is 219.
Long Statement,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,PollingTimerHandler,The length of the statement  "		request.Credentials = new NetworkCredential (AggiornaStatoVoli.Properties.Settings.Default.FtpUser' AggiornaStatoVoli.Properties.Settings.Default.FtpPassword); " is 159.
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,PollingTimerHandler,The following statement contains a magic number: try {  	UInt64 ActualHashVal = 0;  	Uri ftpUri = new Uri (AggiornaStatoVoli.Properties.Settings.Default.FtpServerUri + @"/" + AggiornaStatoVoli.Properties.Settings.Default.FtpFolder + @"/" + AggiornaStatoVoli.Properties.Settings.Default.InfoVoliFileName);  	FtpWebRequest request = (FtpWebRequest)WebRequest.Create (ftpUri);  	request.Timeout = POLLING_INTERVAL / 2;  	request.UseBinary = false;  	request.Method = WebRequestMethods.Ftp.DownloadFile;  	request.Credentials = new NetworkCredential (AggiornaStatoVoli.Properties.Settings.Default.FtpUser' AggiornaStatoVoli.Properties.Settings.Default.FtpPassword);  	FtpWebResponse response = (FtpWebResponse)request.GetResponse ();  	Stream responseStream = response.GetResponseStream ();  	StreamReader reader = new StreamReader (responseStream);  	string ActualHashStr;  	string infoVolo = reader.ReadLine ();  	ActualHashStr = infoVolo;  	while (infoVolo != null) {  		if (infoVolo != string.Empty) {  			ParseInfoVoli (infoVolo);  		}  		infoVolo = reader.ReadLine ();  		ActualHashStr += infoVolo;  	}  	ActualHashVal = CalculateHash (ActualHashStr);  	if (ActualHashVal != prevFileHashCode) {  		try {  			DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  			DateTime Now = DateTime.Now;  			AggiornamentoInfoVoli aiv = new AggiornamentoInfoVoli () {  				RilevamentoAggiornamento = Now'  				DataAggiornamento = Now.ToString ("yyyyMMdd")'  				OraAggiornamento = Now.ToString ("hhmm")  			};  			AggiornamentoInfoVoli.InsertAggiornamentoInfoVoli (dc' aiv);  			dc.SubmitChanges ();  		}  		catch (System.Exception ex) {  			_eventLogAggVoli.WriteEntry (ex.ToString ()' EventLogEntryType.Error);  		}  		prevFileHashCode = ActualHashVal;  	}  	reader.Close ();  	response.Close ();  	_eventLogAggVoli.WriteEntry ("Aggiornamento FtpStatusCode InfoVoli"' EventLogEntryType.Information);  }  catch (System.Exception ex) {  	_eventLogAggVoli.WriteEntry (ex.ToString ()' EventLogEntryType.Error);  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,PollingTimerHandler,The following statement contains a magic number: request.Timeout = POLLING_INTERVAL / 2;  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
Magic Number,AggiornaStatoVoli,AggVoliMng,C:\repos\edelgiudice_iBoardingPass\AggiornaStatoVoli\AggVoliMng.cs,ParseInfoVoli,The following statement contains a magic number: if (FlagPartenzaArrivo == "P")// Partenza   {  	DataContext dc = new DataContext (AggiornaStatoVoli.Properties.Settings.Default.DbConnectionString);  	string NumVolo = Tokens [2];  	string DataVolo = Tokens [8];  	string CodCompagnia = Tokens [2].Substring (0' 3).Trim ();  	string DescrizioneCompagnia = Tokens [3];  	string CodiceDestinazione = Tokens [4];  	string DescrizioneDestinazione = Tokens [5];  	string OraPrevista = Tokens [9];  	string OraEffettiva = Tokens [10];  	string CodiceStatoVolo = Tokens [0];  	string DescStatoVolo = Tokens [13];  	InfoVoli UpdatedInfoVolo = new InfoVoli ();  	UpdatedInfoVolo.NumVolo = NumVolo;  	UpdatedInfoVolo.DataVolo = DataVolo;  	UpdatedInfoVolo.CodCompagnia = CodCompagnia;  	UpdatedInfoVolo.DescrizioneCompagnia = DescrizioneCompagnia;  	UpdatedInfoVolo.CodiceDestinazione = CodiceDestinazione;  	UpdatedInfoVolo.DescrizioneDestinazione = DescrizioneDestinazione;  	UpdatedInfoVolo.OraPrevista = OraPrevista;  	UpdatedInfoVolo.OraEffettiva = OraEffettiva;  	UpdatedInfoVolo.CodStatoVolo = CodiceStatoVolo;  	UpdatedInfoVolo.DescStatoVolo = DescStatoVolo;  	//Aggiornamento del DB                	InfoVoli.InsertorUpdate (dc' UpdatedInfoVolo);  	dc.SubmitChanges (ConflictMode.FailOnFirstConflict);  }  else {  	//Skip line  	return;  }  
