Implementation smell,Namespace,Class,File,Method,Description
Complex Method,XLabs.Core.NUnit.WinPhone,App,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.WinPhone\App.xaml.cs,OnLaunched,Cyclomatic complexity of the method is 8
Long Identifier,Xlabs.CoreTests,RelayCommandTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommandTests.cs,,The length of the parameter RelayCommandExecuteNoParameterResult is 36.
Long Identifier,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,,The length of the parameter RelayCommandExecuteNoParameterResult is 36.
Long Identifier,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,,The length of the parameter RelayCommandExecuteWithParameterResult is 38.
Long Statement,Xlabs.Core.ExceptionTests,PropertyNotFoundExceptionTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExceptionTests\PropertyNotFoundExceptionTests.cs,ConstructorSetsMessage,The length of the statement  "			var target = new PropertyNotFoundException(typeof(firstparam)'"propertyName"'new List<string>{"first"'"second"}'"caller"); " is 122.
Long Statement,Xlabs.Core.ExceptionTests,PropertyNotFoundExceptionTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExceptionTests\PropertyNotFoundExceptionTests.cs,ConstructorAssignsInspectedType,The length of the statement  "			var target = new PropertyNotFoundException(typeof(firstparam)'"propertyName"'new List<string>{"first"'"second"}'"caller"); " is 122.
Long Statement,Xlabs.Core.ExceptionTests,PropertyNotFoundExceptionTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExceptionTests\PropertyNotFoundExceptionTests.cs,ConstructorInspectedTypeName,The length of the statement  "			var target = new PropertyNotFoundException(typeof(firstparam)'"propertyName"'new List<string>{"first"'"second"}'"caller"); " is 122.
Long Statement,Xlabs.Core.ExceptionTests,PropertyNotFoundExceptionTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExceptionTests\PropertyNotFoundExceptionTests.cs,ConstructorAssignsPropertyName,The length of the statement  "			var target = new PropertyNotFoundException(typeof(firstparam)'"propertyName"'new List<string>{"first"'"second"}'"caller"); " is 122.
Long Statement,Xlabs.Core.ExceptionTests,PropertyNotFoundExceptionTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExceptionTests\PropertyNotFoundExceptionTests.cs,ConstructorAssignsAvailableProperties,The length of the statement  "			var target = new PropertyNotFoundException(typeof(firstparam)'"propertyName"'new List<string>{"first"'"second"}'"caller"); " is 122.
Long Statement,Xlabs.Core.ExtensionsTests,IEnumerableExtensionsTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExtensionTests\IEnumerableExtensionsTests.cs,FluentForEach,The length of the statement  "			IEnumerable<dataClass> theOriginalData=new List<dataClass>{new dataClass(){Name="a"}'new dataClass(){Name="b"}'new dataClass(){Name="c"}}; " is 138.
Long Statement,Xlabs.Core.ExtensionsTests,IEnumerableExtensionsTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\ExtensionTests\IEnumerableExtensionsTests.cs,FluentForEach,The length of the statement  "			IEnumerable<dataClass> thechangedData= IEnumerableExtensions.ForEach<dataClass>(theOriginalData'delegate(dataClass obj) {obj.Name="New Name";}); " is 144.
Long Statement,Xlabs.Core.HelpersTests,EventExtensionsTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\HelpersTests\EventExtensionsTests.cs,TryInvoke2Tests,The length of the statement  "				(object sender' EventArgs<dataClass> e) => ((dataClass)e.Value).Fired = true)' this' new EventArgs<dataClass>(TryInvoke2Value)); " is 128.
Long Statement,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,RelayCommandConstWithTestTests,The length of the statement  "			XLabs.RelayCommand<string> rc = new XLabs.RelayCommand<string>((s)=>System.Diagnostics.Debug.WriteLine("test")'(s)=>false); " is 123.
Long Statement,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,RelayCommandCantExecute,The length of the statement  "			XLabs.RelayCommand<string> rc = new XLabs.RelayCommand<string>((s)=>System.Diagnostics.Debug.WriteLine("test")'(s)=>false); " is 123.
Long Statement,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,RelayCommandCanExecute,The length of the statement  "			XLabs.RelayCommand<string> rc = new XLabs.RelayCommand<string>((s)=>System.Diagnostics.Debug.WriteLine("test")'(s)=>true); " is 122.
Long Statement,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,RelayCommandExecuteNoParameter,The length of the statement  "			XLabs.RelayCommand<string> rc = new XLabs.RelayCommand<string>((s)=>RelayCommandExecuteNoParameterResult = "TestSat"'(s)=>true); " is 128.
Long Statement,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,RelayCommandExecuteWithParameter,The length of the statement  "			XLabs.RelayCommand<string> rc = new XLabs.RelayCommand<string>((s)=>RelayCommandExecuteNoParameterResult = s'(s)=>true); " is 120.
Long Statement,Xlabs.CoreTests,RelayCommand_T_Tests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\RelayCommand{T}Tests.cs,RelayCommandCanExecuteChanged,The length of the statement  "			XLabs.RelayCommand<string> rc = new XLabs.RelayCommand<string>((s)=>RelayCommandExecuteNoParameterResult = "TestString"'(s)=>true); " is 131.
Magic Number,Xlabs.Core.DataTests,ObservableObjectTests,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\DataTests\ObservableObjectTests.cs,OnPropertyChangeFiresOnLinqExp,The following statement contains a magic number: target.MyLinqProperty = 2;
Magic Number,Xlabs.Core.DataTests,TestTarget,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\DataTests\ObservableObjectTests.cs,CallSetWithString,The following statement contains a magic number: base.SetProperty<int>(ref myStringProperty' 3' "MyStringProperty");
Magic Number,Xlabs.Core.DataTests,TestTarget,C:\repos\XForms_Xamarin-Forms-Labs\tests\Core\XLabs.Core.NUnit.Shared\DataTests\ObservableObjectTests.cs,CallSetWithLinq,The following statement contains a magic number: base.SetProperty<int> (ref myLinqProperty' 4' ()=>MyLinqProperty);
