Implementation smell,Namespace,Class,File,Method,Description
Long Statement,XLabs.Caching.SQLite,SQLiteSimpleCache,C:\repos\XForms_Xamarin-Forms-Labs\src\Caching\XLabs.Caching.Sqlite\SQLiteSimpleCache.cs,GetAll,The length of the statement  "            return keys.Select(a => new { Key = a' Item = Get<T>(a) }).Where(a => a.Item != null).ToDictionary(item => item.Key' item => item.Item); " is 136.
Long Statement,XLabs.Caching.SQLite,SQLiteSimpleCache,C:\repos\XForms_Xamarin-Forms-Labs\src\Caching\XLabs.Caching.Sqlite\SQLiteSimpleCache.cs,SetAsync,The length of the statement  "            return await _asyncConnection.InsertOrReplaceAsync(new SQliteCacheTable(key' GetBytes(value)' DateTime.Now + expiresIn)) == 1; " is 126.
