Implementation smell,Namespace,Class,File,Method,Description
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,SetCreationTime,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't set creation time for directory '{0}' since it denotes a file."' me.PathAsString)); " is 168.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,SetCreationTime,The length of the statement  "	me.VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't set creation time for directory '{0}' since it does not exist."' me.PathAsString)); " is 170.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,Files,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't get all files for directory '{0}' since it denotes a file."' me.PathAsString)); " is 164.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,Files,The length of the statement  "	me.VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't get all files for directory '{0}' since it does not exist."' me.PathAsString)); " is 166.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,Files,The length of the statement  "	return me.InternalFileSystem ().GetFilesInDirectory (me.CanonicalPathAsString ()).Select (s => new RootedFile (me.FileSystem' s' me.Logger)); " is 141.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,Directories,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't get all directories for directory '{0}' since it denotes a file."' me.PathAsString)); " is 170.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,Directories,The length of the statement  "	me.VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't get all directories for directory '{0}' since it does not exist."' me.PathAsString)); " is 172.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,Directories,The length of the statement  "	return me.InternalFileSystem ().GetDirectoriesInDirectory (me.CanonicalPathAsString ()).Select (s => new RootedDirectory (me.FileSystem' s' me.Logger)); " is 152.
Long Statement,fs4net.Framework,RootedDirectoryInterfaceExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedDirectory.cs,SetAsCurrent,The length of the statement  "	me.VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException (me.PathAsString' "Can't set directory '{0}' as current since it does not exist."' me.PathAsString)); " is 163.
Long Statement,fs4net.Framework,RootedFileSystemItemExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedFileSystemItem.cs,DenotesSamePathAs,The length of the statement  "	return Equals (me.FileSystem' other.FileSystem) && Equals (me.AsLowerCaseCanonicalString ()' other.AsLowerCaseCanonicalString ()); " is 130.
Long Statement,fs4net.Framework,RootedFileSystemItemExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedFileSystemItem.cs,Parent,The length of the statement  "	return new RootedDirectory (me.InternalFileSystem ()' Path.GetDirectoryName (me.PathAsString).RemoveEndingBackslash ()' me.Logger); " is 131.
Long Statement,fs4net.Framework,RootedFileSystemItemVerifications,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedFileSystemItem.cs,VerifyOnSameFileSystemAs,The length of the statement  "		throw new InvalidOperationException ("The source and destination are associated with different file systems' something that is not allowed."); " is 142.
Long Statement,fs4net.Framework,RootedFileSystemItemVerifications,C:\repos\toroso_fs4net\framework\fs4net.Framework\IRootedFileSystemItem.cs,VerifyDateTime,The length of the statement  "		throw new ArgumentOutOfRangeException ("at"' string.Format ("Can't {0} to '{1}' since it's not valid for a {2}."' operation' at' itemType)); " is 140.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,Create,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.IOException ("Can't create the directory '{0}' since it denotes a file."' me.PathAsString)); " is 125.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,DeleteRecursively,The length of the statement  "	me.Drive ().VerifyExists (ThrowHelper.DirectoryNotFoundException ("Can't delete the directory '{0}' since the drive it is located on does not exist."' me.PathAsString)); " is 169.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,DeleteRecursively,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.IOException ("Can't delete the directory '{0}' since it denotes a file."' me.PathAsString)); " is 125.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,DeleteIfEmpty,The length of the statement  "	me.Drive ().VerifyExists (ThrowHelper.DirectoryNotFoundException ("Can't delete the directory '{0}' since the drive it is located on does not exist."' me.PathAsString)); " is 169.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,DeleteIfEmpty,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.IOException ("Can't delete the directory '{0}' since it denotes a file."' me.PathAsString)); " is 125.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,TryDelete,The length of the statement  "		me.Logger.LogSwallowedException (string.Format ("Exception swallowed in Directory.TryDelete('{0}'' recursive:{1})"' me.PathAsString' recursive)' ex); " is 149.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	me.VerifyOnSameDriveAs (destination' ThrowHelper.IOException ("Can't move the directory '{0}' to '{1}' since they are located on different drives."' me' destination)); " is 167.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	me.VerifyIsNotAFile (ThrowHelper.DirectoryNotFoundException ("Can't move the directory '{0}' since it denotes a file."' me)); " is 125.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	me.VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't move the directory '{0}' since it does not exist."' me)); " is 127.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	destination.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't move the directory since the destination's parent directory '{0}' does not exist."' destination.Parent ())); " is 197.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	destination.VerifyIsNotAFile (ThrowHelper.IOException ("Can't move the directory to the destination '{0}' since a file with that name already exists."' destination)); " is 166.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	destination.VerifyIsNotADirectory (ThrowHelper.IOException ("Can't move the directory to the destination '{0}' since a directory with that name already exists."' destination)); " is 176.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	me.VerifyIsNotTheSameAs (destination' ThrowHelper.IOException ("Can't move the directory '{0}' since the source and destination denotes the same directory."' destination)); " is 172.
Long Statement,fs4net.Framework,RootedDirectoryExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedDirectory.cs,MoveTo,The length of the statement  "	me.VerifyIsNotAParentOf (destination' ThrowHelper.IOException ("Can't move the directory to the destination '{0}' since it is located inside the source directory."' destination)); " is 179.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,Size,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get size for file '{0}' since it denotes a directory."' me.PathAsString)); " is 159.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,Size,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get size for file '{0}' since it does not exist."' me.PathAsString)); " is 146.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,LastWriteTime,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get last write time for file '{0}' since it denotes a directory."' me.PathAsString)); " is 170.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,LastWriteTime,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get last write time for file '{0}' since it does not exist."' me.PathAsString)); " is 157.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,SetLastWriteTime,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't set last write time for file '{0}' since it denotes a directory."' me.PathAsString)); " is 170.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,SetLastWriteTime,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't set last write time for file '{0}' since it does not exist."' me.PathAsString)); " is 157.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,LastAccessTime,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get last access time for file '{0}' since it denotes a directory."' me.PathAsString)); " is 171.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,LastAccessTime,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get last access time for file '{0}' since it does not exist."' me.PathAsString)); " is 158.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,SetLastAccessTime,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't set last access time for file '{0}' since it denotes a directory."' me.PathAsString)); " is 171.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,SetLastAccessTime,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't set last access time for file '{0}' since it does not exist."' me.PathAsString)); " is 158.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreationTime,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get creation time for file '{0}' since it denotes a directory."' me.PathAsString)); " is 168.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreationTime,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't get creation time for file '{0}' since it does not exist."' me.PathAsString)); " is 155.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,SetCreationTime,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't set creation time for file '{0}' since it denotes a directory."' me.PathAsString)); " is 168.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,SetCreationTime,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't set creation time for file '{0}' since it does not exist."' me.PathAsString)); " is 155.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,Delete,The length of the statement  "	me.Drive ().VerifyExists (ThrowHelper.DirectoryNotFoundException ("Can't delete the file '{0}' since the drive it is located on does not exist."' me.PathAsString)); " is 164.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,Delete,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException (me.PathAsString' "Can't delete the directory '{0}' since it denotes a file."' me.PathAsString)); " is 163.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,Delete,The length of the statement  "		//    throw new DirectoryNotFoundException(string.Format("Can't delete the file '{0}' since the drive is not ready."' me.PathAsString)); " is 136.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	me.VerifyOnSameDriveAs (destination' ThrowHelper.IOException ("Can't move the file '{0}' to '{1}' since they are located on different drives."' me' destination)); " is 162.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't move the file '{0}' since it denotes a directory."' me)); " is 142.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't move the file '{0}' since it does not exist."' me)); " is 129.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	destination.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't move the file since the destination's parent directory '{0}' does not exist."' destination.Parent ())); " is 192.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	destination.VerifyIsNotAFile (ThrowHelper.IOException ("Can't move the file to the destination '{0}' since a file with that name already exists."' destination)); " is 161.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	destination.VerifyIsNotADirectory (ThrowHelper.IOException ("Can't move the file to the destination '{0}' since a directory with that name already exists."' destination)); " is 171.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,MoveTo,The length of the statement  "	me.VerifyIsNotTheSameAs (destination' ThrowHelper.IOException ("Can't move the file '{0}' since the source and destination denotes the same file."' me)); " is 153.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyTo,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException (me.PathAsString' "Can't copy the file '{0}' since it denotes a directory."' me)); " is 148.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyTo,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't copy the file '{0}' since it does not exist."' me)); " is 129.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyTo,The length of the statement  "	destination.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't copy the file since the destination's parent directory '{0}' does not exist."' destination.Parent ())); " is 192.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyTo,The length of the statement  "	destination.VerifyIsNotAFile (ThrowHelper.IOException ("Can't copy the file to the destination '{0}' since a file with that name already exists."' destination)); " is 161.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyTo,The length of the statement  "	destination.VerifyIsNotADirectory (ThrowHelper.IOException ("Can't copy the file to the destination '{0}' since a directory with that name already exists."' destination)); " is 171.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyTo,The length of the statement  "	me.VerifyIsNotTheSameAs (destination' ThrowHelper.IOException ("Can't copy the file '{0}' since the source and destination denotes the same file."' me)); " is 153.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyToAndOverwrite,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException (me.PathAsString' "Can't copy the file '{0}' since it denotes a directory."' me)); " is 148.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyToAndOverwrite,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException (me.PathAsString' "Can't copy the file '{0}' since it does not exist."' me)); " is 129.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyToAndOverwrite,The length of the statement  "	destination.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't copy the file since the destination's parent directory '{0}' does not exist."' destination.Parent ())); " is 192.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyToAndOverwrite,The length of the statement  "	destination.VerifyIsNotADirectory (ThrowHelper.IOException ("Can't copy the file to the destination '{0}' since a directory with that name already exists."' destination)); " is 171.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CopyToAndOverwrite,The length of the statement  "	me.VerifyIsNotTheSameAs (destination' ThrowHelper.IOException ("Can't copy the file '{0}' since the source and destination denotes the same file."' me)); " is 153.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateReadStream,The length of the statement  "	me.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't open the file '{0}' for reading since it's parent directory does not exist."' me.PathAsString)); " is 176.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateReadStream,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException ("Can't open a file '{0}' for reading since the path denotes a directory."' me.PathAsString)); " is 160.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateReadStream,The length of the statement  "	me.VerifyIsAFile (ThrowHelper.FileNotFoundException ("Can't open the file '{0}' for reading since it does not exists."' me.PathAsString)); " is 138.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateWriteStream,The length of the statement  "	me.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't create the file '{0}' since it's parent directory does not exist."' me.PathAsString)); " is 166.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateWriteStream,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException ("Can't create the file '{0}' since the path denotes an existing directory."' me.PathAsString)); " is 162.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateAppendStream,The length of the statement  "	me.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't append to the file '{0}' since it's parent directory does not exist."' me.PathAsString)); " is 169.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateAppendStream,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException ("Can't append to the file '{0}' since the path denotes an existing directory."' me.PathAsString)); " is 165.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateModifyStream,The length of the statement  "	me.Parent ().VerifyIsADirectory (ThrowHelper.DirectoryNotFoundException ("Can't modify the file '{0}' since it's parent directory does not exist."' me.PathAsString)); " is 166.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,CreateModifyStream,The length of the statement  "	me.VerifyIsNotADirectory (ThrowHelper.UnauthorizedAccessException ("Can't modify the file '{0}' since the path denotes an existing directory."' me.PathAsString)); " is 162.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,RelativeFrom,The length of the statement  "	me.VerifyOnSameDriveAs (other' ThrowHelper.ArgumentException ("Can't find a relative path since '{0}' and '{1}' have different drives."' me.PathAsString' other.PathAsString)); " is 175.
Long Statement,fs4net.Framework,RootedFileExtensions,C:\repos\toroso_fs4net\framework\fs4net.Framework\RootedFile.cs,RelativeFrom,The length of the statement  "	return RelativeFile.FromString (PathUtils.MakeRelativeFrom (me.CanonicalPathAsString ().FullPath' other.CanonicalPathAsString ().FullPath)); " is 140.
