Implementation smell,Namespace,Class,File,Method,Description
Missing Default,ExportImages,Program,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\ExportImages\Program.cs,ExportImage,The following switch statement is missing a default case: switch (filter) {  case "/DCTDecode":  	ExportJpegImage (image' ref count);  	break;  case "/FlateDecode":  	ExportAsPngImage (image' ref count);  	break;  }  
