Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
List,1,4,2,0,4,42,6,0,1,0.5,1,1
TextParser,1,3,0,0,2,70,13,0,0,0.67,5,0
Element,0,2,0,0,2,5,2,4,0,0,0,2
Header,0,3,2,0,3,24,3,0,1,0,0,1
Html,1,0,0,1,0,4,0,0,0,0,0,0
Paragraph,1,4,1,0,4,26,4,0,1,0.5,1,1
Span,0,2,0,0,2,17,2,0,0,0,0,2
Text,1,4,1,0,4,33,6,0,1,0,1,1
TextileInfo,0,0,1,0,0,8,0,0,0,0,0,0
