Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Pirate.Openssl,Executor,C:\repos\ppschweiz_MemberDatabase\Organigram\Pirate.Openssl\Executor.cs,ConvertPemToDer,The following statement contains a magic number: if (parts.Length == 3) {  	return Convert.FromBase64String (parts [1].Replace ("\r"' string.Empty).Replace ("\n"' string.Empty));  }  else {  	throw new InvalidOperationException ();  }  
