Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Annotation,6,5,6,0,5,128,5,0,0,0.8,0,4
AnnotationCode,2,12,60,0,11,792,12,0,0,1,1,1
AnnotationPos,0,0,0,0,0,35,0,0,0,0,0,0
Annotator,4,19,5,0,16,348,56,0,0,0.95,4,4
CalibrationInfo,6,3,6,0,3,163,3,0,0,0.94,2,1
CalibrationType,0,0,0,0,0,34,0,0,0,0,0,1
Date,1,8,0,0,8,90,8,0,0,0.5,1,0
Frequency,1,4,3,0,4,85,8,0,0,1,1,2
Gain,1,2,2,0,2,39,2,0,0,0.5,0,0
Group,1,2,0,0,2,21,2,0,0,0,0,0
GVMode,0,0,0,0,0,14,0,0,0,0,0,1
Record,5,13,5,1,12,217,17,0,0,0.98,6,5
Sample,3,17,2,1,14,232,33,0,0,0.97,3,6
Signal,18,23,20,2,16,637,49,0,0,0.98,5,8
SignalStorageFormat,0,0,0,0,0,43,0,0,0,0,0,1
Stat,0,0,0,0,0,22,0,0,0,0,0,3
PInvoke,1,94,0,0,94,192,94,0,0,0.01,5,18
Time,2,11,0,1,11,153,14,0,0,0.55,1,6
Wfdb,0,6,5,0,6,136,16,0,0,0,4,4
