Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,CommonMark.Profile259,CommonMark,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark' CommonMark.Parser,CommonMark.CommonMarkConverter' CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher
Cyclic Dependency,CommonMark.Profile259,CommonMark,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark' CommonMark.Parser' CommonMark.Syntax,CommonMark.CommonMarkConverter' CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher' CommonMark.Syntax.StringContent
Cyclic Dependency,CommonMark.Profile259,CommonMark,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark' CommonMark.Parser' CommonMark.Syntax' CommonMark.Parser,CommonMark.CommonMarkConverter' CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher' CommonMark.Syntax.StringContent
Cyclic Dependency,CommonMark.Profile259,CommonMark,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark' CommonMark.Parser' CommonMark.Syntax' CommonMark.Parser' CommonMark.Syntax,CommonMark.CommonMarkConverter' CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher' CommonMark.Syntax.StringContent
Cyclic Dependency,CommonMark.Profile259,CommonMark.Formatters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark.Formatters' CommonMark,CommonMark.Formatters.HtmlFormatter' CommonMark.CommonMarkConverter
Cyclic Dependency,CommonMark.Profile259,CommonMark.Formatters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark.Formatters' CommonMark.Syntax' CommonMark,CommonMark.Formatters.HtmlFormatter' CommonMark.Syntax.StringContent' CommonMark.CommonMarkConverter
Cyclic Dependency,CommonMark.Profile259,CommonMark.Formatters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark.Formatters' CommonMark.Syntax' CommonMark.Parser' CommonMark,CommonMark.Formatters.HtmlFormatter' CommonMark.Syntax.StringContent' CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher' CommonMark.CommonMarkConverter
Cyclic Dependency,CommonMark.Profile259,CommonMark.Formatters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark.Formatters' CommonMark.Syntax' CommonMark.Parser' CommonMark.Syntax' CommonMark,CommonMark.Formatters.HtmlFormatter' CommonMark.Syntax.StringContent' CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher' CommonMark.CommonMarkConverter
Cyclic Dependency,CommonMark.Profile259,CommonMark.Parser,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CommonMark.Parser' CommonMark.Syntax,CommonMark.Parser.InlineStack' CommonMark.Parser.ScannerCharacterMatcher' CommonMark.Syntax.StringContent
Unstable Dependency,CommonMark.Profile259,CommonMark,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): CommonMark.Parser' CommonMark.Formatters,CommonMark.LineInfo' CommonMark.TabTextReader' CommonMark.BlockMethods' CommonMark.HtmlFormatterSlim' CommonMark.Printer
Unstable Dependency,CommonMark.Profile259,CommonMark.Syntax,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): CommonMark.Parser' CommonMark.Formatters,CommonMark.Syntax.PositionTracker' CommonMark.Syntax.Subject' CommonMark.Syntax.HtmlTextWriter
Feature Concentration,CommonMark.Profile259,CommonMark,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CommonMarkAdditionalFeatures' CommonMarkSettings' CommonMarkConverter' OutputFormat]' [CommonMarkException]' [Utilities]. LCC (Lack of Component Cohesion) = 0.5,CommonMark.CommonMarkException' CommonMark.Utilities
Feature Concentration,CommonMark.Profile259,CommonMark.Syntax,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Block' DocumentData' BlockTag' Enumerable' Enumerator' BlockStackEntry' InlineStackEntry' EnumeratorEntry' Inline' InlineTag' StringPart' StringContent]' [EmphasisData]' [HeadingData]' [HtmlBlockType]' [FencedCodeData]' [InlineContentLinkable]' [ListData]' [ListDelimiter]' [ListType]' [Reference]. LCC (Lack of Component Cohesion) = 0.48,CommonMark.Syntax.HeadingData' CommonMark.Syntax.HtmlBlockType' CommonMark.Syntax.FencedCodeData' CommonMark.Syntax.InlineContentLinkable' CommonMark.Syntax.ListData' CommonMark.Syntax.ListDelimiter' CommonMark.Syntax.ListType' CommonMark.Syntax.Reference
