Implementation smell,Namespace,Class,File,Method,Description
Long Statement,UnitWrappers.Wraperizer,InstanceWraperizer,C:\research\architectureSmells\repos\OpenSharp_UnitWrappers\src\UnitWrappers.Wraperizer\InstanceWraperizer.cs,enrichWrapType,The length of the statement  "			var iwrap = new CodeTypeReference(typeof(IWrap<>).Name + "<" + "global::" + type.FullName + ">"' CodeTypeReferenceOptions.GenericTypeParameter);" is 144.
Long Statement,UnitWrappers.Wraperizer,InstanceWraperizer,C:\research\architectureSmells\repos\OpenSharp_UnitWrappers\src\UnitWrappers.Wraperizer\InstanceWraperizer.cs,enrichWrapType,The length of the statement  "			var this_underlyingObject = new CodeFieldReferenceExpression(new CodeThisReferenceExpression()' _underlyingObject.Name);" is 120.
Long Statement,UnitWrappers.Wraperizer,InstanceWraperizer,C:\research\architectureSmells\repos\OpenSharp_UnitWrappers\src\UnitWrappers.Wraperizer\InstanceWraperizer.cs,addMethods,The length of the statement  "			var methods = type.GetMethods(BindingFlags.Public | BindingFlags.Instance & ~BindingFlags.SetProperty & ~BindingFlags.GetProperty).Where(x => x.Name != "GetType" && x.Name != "Equals" && x.Name != "ToString" && !x.Name.StartsWith("add_") && !x.Name.StartsWith("remove_"));" is 272.
Long Statement,UnitWrappers.Wraperizer,InstanceWraperizer,C:\research\architectureSmells\repos\OpenSharp_UnitWrappers\src\UnitWrappers.Wraperizer\InstanceWraperizer.cs,addMethods,The length of the statement  "				var parameters = method.Parameters.Cast<CodeParameterDeclarationExpression>().Select(x => new CodeVariableReferenceExpression(x.Name)).ToArray();" is 145.
Long Statement,UnitWrappers.Wraperizer,InstanceWraperizer,C:\research\architectureSmells\repos\OpenSharp_UnitWrappers\src\UnitWrappers.Wraperizer\InstanceWraperizer.cs,addCtors,The length of the statement  "				var create = new CodeObjectCreateExpression(typeRef' ctor.Parameters.Cast<CodeParameterDeclarationExpression>().Select(x => new CodeVariableReferenceExpression(x.Name)).ToArray());" is 180.
