Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Dinheiro.GoogleAnalytics.Example.Controllers,HomeController,D:\newReposJune17\davidduffett_Dinheiro\Dinheiro.GoogleAnalytics\Dinheiro.GoogleAnalytics.Example\Controllers\HomeController.cs,TrackEventFromParameters,The method has 4 parameters.
Magic Number,Dinheiro.GoogleAnalytics.Example.Controllers,HomeController,D:\newReposJune17\davidduffett_Dinheiro\Dinheiro.GoogleAnalytics\Dinheiro.GoogleAnalytics.Example\Controllers\HomeController.cs,TrackEcommerce,The following statement contains a magic number: GoogleAnalytics.Current.AddItem ("Product SKU"' "Product name"' 12.99m' 2' orderId);  
