Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Dinheiro,NoIFrameAttribute,C:\repos\davidduffett_Dinheiro\Dinheiro\Dinheiro\NoIFrameAttribute.cs,OnActionExecuted,The length of the statement  "            if (filterContext.ActionDescriptor.ControllerDescriptor.GetCustomAttributes(typeof(IFrameAttribute)' true).Length > 0 || " is 120.
