Method,LOC,CC,PC
AddObjectRequest:AddObjectRequest,9,1,3
AddObjectRequest:Authorize,22,6,0
AddObjectRequest:GetRequestStream,4,1,0
AddObjectRequest:PerformWithRequestStream,5,1,1
AddObjectRequest:BeginGetRequestStream,4,1,2
AddObjectRequest:EndGetRequestStream,3,1,1
AddObjectResponse:ProcessResponse,3,1,0
Bucket:Bucket,15,2,1
Bucket:ToString,3,1,0
CopyObjectRequest:CopyObjectRequest,2,1,4
CopyObjectRequest:CopyObjectRequest,5,1,5
CopyObjectRequest:Authorize,25,7,0
CopyObjectResponse:ProcessResponse,17,2,0
CreateBucketRequest:CreateBucketRequest,8,2,3
CreateBucketRequest:WriteEuropeConstraint,5,1,1
CreateBucketRequest:GetResponse,8,2,0
CreateBucketRequest:BeginGetResponse,3,1,2
CreateBucketResponse:ProcessResponse,3,1,0
DeleteBucketRequest:DeleteBucketRequest,2,1,2
DeleteBucketResponse:ProcessResponse,4,2,0
DeleteObjectRequest:DeleteObjectRequest,2,1,3
DeleteObjectResponse:ProcessResponse,4,2,0
GetAllBucketsRequest:GetAllBucketsRequest,2,1,1
GetAllBucketsResponse:ProcessResponse,12,3,0
GetBucketLocationRequest:GetBucketLocationRequest,2,1,2
GetBucketLocationResponse:ProcessResponse,5,2,0
GetObjectRequest:GetObjectRequest,2,1,3
GetObjectRequest:GetObjectRequest,2,1,4
GetObjectRequest:AddRange,10,2,1
GetObjectRequest:AddRange,10,2,2
GetObjectRequest:Authorize,8,3,0
GetObjectResponse:ProcessResponse,15,3,0
GetObjectResponse:GetResponseStream,3,1,0
Identity:Identity,13,2,1
ListEntry:ListEntry,1,1,0
ObjectEntry:ObjectEntry,21,5,3
ObjectEntry:ToString,3,1,0
CommonPrefix:CommonPrefix,10,4,3
CommonPrefix:ToString,3,1,0
ListObjectsArgs:ToQueryString,13,5,0
ListObjectsRequest:ListObjectsRequest,3,1,3
ListObjectsResponse:ProcessResponse,16,3,0
S3ProgressEventArgs:S3ProgressEventArgs,6,1,4
S3Authorizer:S3Authorizer,4,1,1
S3Authorizer:IsAuthorized,3,1,1
S3Authorizer:AuthorizeRequest,21,3,2
S3Authorizer:AuthorizeQueryString,9,1,3
S3Authorizer:Compare,3,1,2
S3Authorizer:AppendCanonicalizedAmzHeaders,24,6,2
S3Authorizer:Sign,3,1,1
DateTimeEpochExtension:SecondsSinceEpoch,3,1,1
S3Exception:S3Exception,4,1,4
S3Exception:FromErrorResponse,36,4,2
S3Exception:FromWebException,14,2,1
S3Exception:ParseCode,6,2,1
S3Request:S3Request,5,1,5
S3Request:CreateWebRequest,30,6,3
S3Request:AuthorizeIfNecessary,3,2,0
S3Request:Authorize,5,2,0
S3Request:TryThrowS3Exception,20,3,1
S3RequestArgs:S3RequestArgs,3,1,1
S3Request<TResponse>:S3Request,2,1,5
S3Request<TResponse>:GetResponse,12,1,0
S3Request<TResponse>:BeginGetResponse,4,1,2
S3Request<TResponse>:EndGetResponse,11,1,1
S3Request<TResponse>:Abort,3,1,0
S3Response:S3Response,1,1,0
S3Response:ProcessResponse,1,1,0
S3Response:CheckResponse,6,2,1
S3Response:CreateXmlReader,5,1,0
S3Response:Close,7,1,0
S3Response:Dispose,3,1,0
S3Service:S3Service,5,1,0
S3Service:AuthorizeRequest,9,3,3
S3Service:GetAllBuckets,4,1,0
S3Service:ForEachBucket,5,1,1
S3Service:CreateBucket,3,1,1
S3Service:CreateBucketInEurope,3,1,1
S3Service:QueryBucket,18,1,1
S3Service:ObjectExists,17,1,2
S3Service:IsBucketInEurope,5,1,1
S3Service:ListObjects,10,1,2
S3Service:ListAllObjects,3,1,1
S3Service:ListAllObjects,3,1,2
S3Service:ListAllObjects,35,2,3
S3Service:ForEachObject,3,1,2
S3Service:ForEachObject,4,2,3
S3Service:DeleteBucket,3,1,1
S3Service:DeleteObject,3,1,2
S3Service:GetUrl,15,4,2
S3Service:GetAuthorizedUrl,8,1,3
S3Service:AddObject,10,2,6
S3Service:AddObject,3,1,4
S3Service:AddObject,8,1,6
S3Service:AddObject,3,1,4
S3Service:AddObject,3,1,5
S3Service:AddObject,3,1,3
S3Service:AddObjectString,4,1,5
S3Service:AddObjectString,3,1,3
S3Service:CopyObject,8,2,5
S3Service:CopyObject,8,2,4
S3Service:CopyObject,3,1,4
S3Service:CopyObject,3,1,3
S3Service:GetObjectStream,7,1,4
S3Service:GetObjectStream,5,1,2
S3Service:GetObject,5,1,5
S3Service:GetObject,5,1,3
S3Service:GetObjectString,8,1,3
S3Service:GetObjectString,4,1,2
S3Service:CopyStream,17,5,4
S3Service:CreateProgressCallback,5,1,4
