Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ReadText.Demo,Program,F:\newReposMay17\gsscoder_commandline\demo\ReadText.Demo\Program.cs,Main,The length of the statement  "		return opts.Lines.HasValue ? ReadLines (opts.FileName' fromTop' (int)opts.Lines) : ReadBytes (opts.FileName' fromTop' (int)opts.Bytes); " is 135.
Long Statement,ReadText.Demo,Program,F:\newReposMay17\gsscoder_commandline\demo\ReadText.Demo\Program.cs,Main,The length of the statement  "		builder = opts.Lines.HasValue ? builder.Append (opts.Lines).Append (" lines") : builder.Append (opts.Bytes).Append (" bytes"); " is 126.
Long Statement,ReadText.Demo,Program,F:\newReposMay17\gsscoder_commandline\demo\ReadText.Demo\Program.cs,Main,The length of the statement  "	var texts = result.MapResult ((HeadOptions opts) => Tuple.Create (header (opts)' reader (opts))' (TailOptions opts) => Tuple.Create (header (opts)' reader (opts))' _ => MakeError ()); " is 183.
