Method,LOC,CC,PC
FirebirdConnectionProvider:FirebirdConnectionProvider,2,1,2
FirebirdConnectionProvider:ExecuteQueryAsDataSet,18,7,1
FirebirdConnectionProvider:ExecuteQueryAsDataTable,18,7,1
FirebirdConnectionProvider:Open,29,3,1
FirebirdSchemaProvider:FirebirdSchemaProvider,2,1,1
FirebirdSchemaProvider:SupportsSchemaType,34,1,1
FirebirdSchemaProvider:GetTables,20,6,0
FirebirdSchemaProvider:GetTableColumns,3,1,1
FirebirdSchemaProvider:GetViews,21,6,0
FirebirdSchemaProvider:GetViewColumns,3,1,1
FirebirdSchemaProvider:GetProcedures,21,6,0
FirebirdSchemaProvider:GetProcedureColumns,20,6,1
FirebirdSchemaProvider:GetProcedureParameters,20,6,1
FirebirdSchemaProvider:GetTableConstraints,17,5,1
FirebirdSchemaProvider:GetUsers,17,6,0
FirebirdSchemaProvider:GetTriggers,18,6,0
FirebirdSchemaProvider:GetDataType,16,6,1
FirebirdSchemaProvider:GetTableOrViewColumns,26,6,1
FirebirdDbFactory:CreateConnectionProvider,3,1,1
FirebirdDbFactory:CreateSchemaProvider,3,1,1
FirebirdDbFactory:GetDefaultConnectionSettings,11,1,0
