Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ActionComponent,3,3,4,0,1,64,4,0,1,0.67,1,4
ActionGroupComponent,0,4,2,0,3,46,6,0,1,0,3,2
ActionGroupDesigner,7,17,8,0,5,202,36,0,1,0.76,8,3
ActionGroupDesignerFrontend,2,6,0,0,6,42,6,0,0,0.25,3,4
ActionGroupDesignerBackend,3,3,2,0,2,36,3,0,0,0.56,3,2
ActionGroupEditSession,16,19,7,0,14,315,49,0,0,0.83,13,2
ActionGroupToolbar,11,15,3,0,6,238,41,0,0,0.75,7,3
IsolationMode,0,0,0,0,0,6,0,0,0,0,0,2
ApplicationFactory,0,1,0,0,1,15,5,0,0,0,3,0
IsolatedApplication,2,9,0,0,2,103,18,0,1,0.56,4,4
LocalApplication,0,3,0,0,2,19,3,0,1,0,3,1
Application,13,22,12,0,11,372,41,2,0,0.92,16,15
ApplicationBackend,13,45,8,0,29,571,88,0,1,0.95,28,10
ApplicationBackendController,5,8,2,0,4,80,11,0,0,0.72,2,2
AssemblyResolver,3,12,1,1,8,171,34,0,0,0.78,1,6
AssemblyWidgetLibrary,5,10,3,0,7,115,20,0,1,0.6,3,1
CecilClassDescriptor,10,10,3,0,3,300,73,0,1,0.8,10,1
CustomControlWrapper,0,0,1,0,0,8,0,0,2,0,0,0
ClassDescriptorWrapper,1,3,2,0,3,33,3,0,1,0.67,5,0
CecilPropertyDescriptor,4,8,3,0,7,105,15,0,2,0.62,5,1
CecilSignalDescriptor,0,2,0,0,1,78,16,0,2,0,4,1
CecilWidgetLibrary,10,19,4,0,9,277,54,0,1,0.83,8,5
CodeGenerationResult,2,1,2,0,0,21,1,0,0,0,1,2
CodeGenerator,0,7,0,0,3,235,39,0,0,0,13,2
ProjectGeneratorContext,1,2,0,0,2,44,4,0,1,0,3,0
SteticCompilationUnit,1,1,2,0,1,22,1,0,0,0,0,3
CodeGeneratorPartialClass,0,5,0,0,1,97,18,0,0,0,9,1
Component,5,10,4,0,6,101,17,3,1,0.78,6,13
ComponentEventArgs,2,1,2,0,0,20,1,2,0,0,2,0
ComponentNameEventArgs,1,1,2,0,0,18,1,0,1,0,2,1
ComponentRemovedEventArgs,2,1,2,0,0,20,1,0,0,0,1,0
ComponentSignalEventArgs,2,1,2,2,1,20,1,0,1,0,3,1
ComponentType,10,2,10,0,0,91,2,0,0,0.5,2,8
ContainerUndoRedoManager,0,1,0,0,0,12,1,0,1,0,2,1
ContextMenu,2,11,0,0,3,138,25,0,0,0.55,6,2
Designer,0,2,1,0,0,12,2,2,1,0,1,1
GladeFiles,0,2,0,0,2,43,8,0,0,0,7,2
Grid,8,14,0,0,7,295,51,1,0,0.8,0,0
GuiDispatchServerSink,1,4,2,0,4,77,5,0,0,0.5,0,1
GuiDispatch,0,1,0,0,1,24,2,0,0,0,0,2
GuiDispatchServerSinkProvider,1,2,1,0,2,23,3,0,0,0,1,0
LibraryCache,4,21,0,2,2,688,134,0,0,0.86,2,2
Palette,1,5,1,0,0,35,6,0,1,0.8,1,1
PaletteBackend,9,13,2,0,6,198,41,0,0,0.76,11,1
PaletteGroup,4,4,0,0,4,41,6,1,0,0.44,1,1
ActionPaletteGroup,1,6,1,0,3,60,11,0,1,0.33,5,1
ActionGroupBox,1,5,0,0,3,52,14,0,0,0.6,3,1
PluggableWidget,5,15,0,0,2,133,26,5,0,0.71,3,0
Project,10,50,14,0,28,665,105,0,0,0.91,17,12
ProjectItemInfo,2,3,2,0,0,33,4,2,0,0.5,1,0
WidgetInfo,2,3,4,0,0,42,4,0,1,0.5,3,2
ActionGroupInfo,1,2,1,0,0,29,2,0,1,0.5,1,2
ProjectBackend,22,86,14,0,45,1025,181,0,1,0.95,34,16
WidgetData,3,2,1,2,2,25,2,0,0,0.67,0,1
ProjectChangedEventArgs,0,1,1,0,1,11,1,0,0,0,0,1
ProjectViewBackend,1,2,0,0,2,23,2,0,0,0,3,1
ProjectViewBackendNodeView,8,21,1,0,6,274,48,0,0,0.86,10,1
PropertyEditor,2,4,0,0,4,31,6,0,0,0.5,5,1
DummyEditor,0,2,1,0,2,23,2,0,1,0,1,1
PropertyGrid,7,9,1,0,3,111,22,0,0,0.81,7,0
PropertyGridGroup,3,7,0,0,4,90,23,1,1,0.48,4,1
PropertyGridHeader,3,2,0,0,2,26,2,0,2,0.17,3,1
PropertyTree,6,15,0,0,7,171,33,1,0,0.79,9,1
InternalTree,7,7,1,0,2,90,15,0,0,0.76,2,2
